GEOID,NAME,tot.popE_13,tot.popM_13,med.incE_13,med.incM_13,giniE_13,giniM_13,less.hsE_13,less.hsM_13,hs.degE_13,hs.degM_13,some.colE_13,some.colM_13,ba.degE_13,ba.degM_13,grad.degE_13,grad.degM_13,tot.degE_13,tot.degM_13,tot.popE_18,tot.popM_18,med.incE_18,med.incM_18,giniE_18,giniM_18,less.hsE_18,less.hsM_18,hs.degE_18,hs.degM_18,some.colE_18,some.colM_18,ba.degE_18,ba.degM_18,grad.degE_18,grad.degM_18,tot.degE_18,tot.degM_18,ADJ_med.inc_13
76063,ZCTA5 76063,62321,1138,92052,5428,0.4068,0.0237,3039,506,7811,698,12264,737,10418,647,4923,558,38455,842,71555,1193,95407,3266,0.3886,0.0131,2878,426,8628,704,15434,817,12296,749,5810,577,45046,1121,99234.4962475702
76064,ZCTA5 76064,1550,379,77500,38265,0.3399,0.0487,125,77,289,101,284,99,218,113,35,37,951,203,1808,427,64375,22230,0.4276,0.0832,130,93,436,169,377,133,65,46,119,101,1127,261,83547.0544821046
76065,ZCTA5 76065,29127,788,81793,4088,0.3689,0.0252,1298,288,4980,538,7133,561,3677,415,1479,276,18567,623,35643,837,93071,5868,0.4115,0.0648,1392,277,5661,538,8533,611,5187,544,2167,305,22940,715,88175.0222871585
76070,ZCTA5 76070,591,281,56382,24656,0.2689,0.1129,71,68,69,76,131,87,128,88,32,37,431,200,853,365,89868,22727,0.2707,0.093,64,104,158,159,162,81,239,154,39,43,662,248,60781.2906556132
76071,ZCTA5 76071,3683,559,63750,7380,0.4473,0.0799,250,99,1036,256,818,136,200,81,79,74,2383,303,4508,592,55104,13750,0.4712,0.0794,600,140,914,168,792,126,355,130,42,36,2703,319,68724.1899772151
76078,ZCTA5 76078,8959,887,64280,6492,0.3615,0.0268,948,257,1826,249,1867,294,563,122,171,72,5375,492,10168,787,67113,7037,0.3974,0.0252,720,201,2301,326,2281,322,935,196,288,98,6525,484,69295.5440272217
76084,ZCTA5 76084,8223,665,54599,6069,0.3796,0.0371,1342,295,2076,280,1640,308,391,122,171,83,5620,484,8453,705,58708,5035,0.4064,0.056,1183,230,1975,291,1690,355,384,112,219,142,5451,447,58859.1693892701
76092,ZCTA5 76092,27236,321,173507,14291,0.4568,0.0259,330,152,1530,247,3592,357,7284,452,4175,404,16911,389,30908,265,230750,17285,0.4394,0.0357,119,73,1918,685,4068,490,7668,649,5514,512,19287,556,187045.145574536
76093,ZCTA5 76093,2036,465,59195,9634,0.354,0.0541,237,95,468,155,561,226,46,34,20,26,1332,294,1753,376,49500,14034,0.4235,0.0737,201,82,509,176,289,113,94,57,38,37,1131,223,63813.7792266862
76102,ZCTA5 76102,9122,594,50177,3880,0.5497,0.0722,1233,236,1565,268,1653,245,1140,179,844,178,6435,497,9417,661,68824,10707,0.5188,0.0555,1083,246,1531,285,1597,277,1663,256,1300,228,7174,628,54092.1361644976
76103,ZCTA5 76103,14330,1051,39513,3451,0.4284,0.0301,2926,388,2361,354,2210,301,948,187,543,146,8988,536,14508,1034,40712,3011,0.4657,0.0378,2869,448,2558,375,2466,324,1182,234,534,115,9609,675,42596.06146776
76104,ZCTA5 76104,16020,1000,22221,2074,0.5283,0.0467,3952,399,2797,313,1988,284,615,127,399,106,9751,550,18327,1105,27471,2033,0.5097,0.0256,3579,426,3549,393,2569,374,985,154,476,105,11158,617,23954.8270664109
76105,ZCTA5 76105,21626,1406,24526,2271,0.4421,0.0291,5808,638,3068,398,1979,264,338,97,77,49,11270,711,21822,1281,29423,2502,0.4729,0.0286,5574,540,3722,450,2412,351,395,122,149,71,12252,746,26439.6781706851
76106,ZCTA5 76106,36761,1599,31391,2090,0.4166,0.0322,10625,820,5448,553,3210,498,643,229,102,89,20028,920,40014,2137,36980,2864,0.3873,0.0182,10797,1031,7378,843,3004,482,766,273,95,48,22040,1133,33840.3301580354
76107,ZCTA5 76107,25810,954,51370,3251,0.5726,0.0268,2740,363,3093,393,4001,440,5515,434,2739,335,18088,588,29851,1214,63817,3307,0.5636,0.0185,2447,464,4100,567,4817,463,6451,521,4084,404,21899,820,55378.2217902673
76108,ZCTA5 76108,38783,1085,58528,1815,0.4322,0.0288,3855,446,7100,558,8581,687,4334,468,1963,345,25833,841,43178,1349,65864,3053,0.4374,0.0313,3532,684,9378,903,9060,709,4553,507,2134,353,28657,857,63094.7355448854
76109,ZCTA5 76109,21764,1052,58704,5422,0.5729,0.0251,369,169,1672,303,3205,314,4714,368,3834,355,13794,551,23512,1206,76856,7326,0.584,0.0229,515,167,1493,294,2262,356,5451,610,4709,362,14430,697,63284.468210548
76110,ZCTA5 76110,31023,1777,39600,2206,0.5117,0.0321,7044,561,3440,483,3193,463,2682,362,1668,290,18027,927,31825,1438,46313,3755,0.4789,0.018,7491,678,3863,447,3180,334,2857,320,2042,284,19433,877,42689.8497740818
76111,ZCTA5 76111,21029,1098,40511,1705,0.4253,0.0401,5521,589,3305,421,2470,319,625,132,494,110,12415,533,22320,864,46840,2568,0.3934,0.0332,5512,543,3984,533,2209,284,1126,205,365,97,13196,610,43671.9319241876
76112,ZCTA5 76112,39447,1340,36820,1759,0.4871,0.0252,5586,563,7726,673,7398,558,3065,349,1705,283,25480,855,41743,1411,42269,1954,0.4686,0.0254,5273,546,7835,659,8823,632,3677,358,1836,239,27444,901,39692.9360778205
76114,ZCTA5 76114,25051,758,37752,4267,0.4033,0.0202,4385,410,4962,503,4335,408,1363,215,470,141,15515,541,25416,930,49713,4402,0.4071,0.0239,4061,630,6127,617,4415,553,1536,281,551,161,16690,649,40697.6567846247
76115,ZCTA5 76115,21695,1493,27806,3940,0.3988,0.025,5732,561,2686,425,1700,312,688,164,322,106,11128,708,20507,1252,37607,2215,0.4209,0.037,5796,618,2819,321,1713,313,704,216,497,125,11529,723,29975.6051216697
76116,ZCTA5 76116,46488,1673,41573,2806,0.5097,0.0231,4653,544,7459,672,9093,791,6026,528,3099,331,30330,1060,50640,2047,48575,3493,0.5132,0.0216,4665,611,8261,787,10292,797,7150,542,3707,376,34075,1281,44816.7960772198
76117,ZCTA5 76117,31010,1120,39054,2588,0.4041,0.0168,5940,621,6494,646,5069,607,1186,271,485,171,19174,809,31860,1210,48280,4175,0.3713,0.0223,5357,616,7549,735,5255,709,1264,262,516,157,19941,947,42101.247299924
76118,ZCTA5 76118,14699,580,62282,2698,0.3634,0.0302,1388,298,2371,327,4028,441,1527,249,762,160,10076,412,16300,828,71439,6231,0.4073,0.0424,1210,318,2863,428,3407,396,2457,372,665,155,10602,575,67141.6470613476
76119,ZCTA5 76119,42440,1699,28660,1594,0.418,0.0151,8931,778,8298,728,6150,510,1683,287,578,146,25640,965,50213,1681,34985,2101,0.4242,0.017,10555,1019,9458,742,7278,585,1483,228,712,181,29486,1111,30896.239760737
76120,ZCTA5 76120,17578,1158,39714,4996,0.4456,0.0257,1528,416,3246,577,3630,427,1604,288,624,176,10632,749,18820,1241,50663,7548,0.4206,0.0249,1422,389,3344,461,4380,634,2015,297,694,203,11855,759,42812.7447961588
76123,ZCTA5 76123,30398,1370,81008,5711,0.3394,0.022,1596,400,4828,612,5207,557,4114,470,2327,409,18072,802,34056,1632,84460,5653,0.3479,0.0199,1408,377,5451,723,6649,584,4467,536,2576,409,20551,894,87328.771477243
76126,ZCTA5 76126,20261,755,76330,5631,0.4037,0.0205,893,174,3054,312,4821,362,3591,342,1806,269,14165,530,22825,764,87878,6930,0.4447,0.0199,769,171,3502,389,5272,420,4034,350,2453,290,16030,554,82285.7634660522
76127,ZCTA5 76127,1964,249,173500,106272,0.2998,0.1588,375,106,511,138,620,146,84,42,71,57,1661,194,2049,296,69348,22904,0.132,0.0699,314,90,513,119,612,152,72,52,41,35,1552,237,187037.59938897
75495,ZCTA5 75495,6737,633,65158,3895,0.3992,0.0395,408,168,1367,279,1707,312,664,148,407,150,4553,374,8564,800,78673,10304,0.418,0.0609,359,137,1863,337,2110,412,947,261,228,94,5507,614,70242.0513025158
76129,ZCTA5 76129,2749,331,,,,,0,13,0,13,62,48,63,63,24,29,149,85,2920,291,,,,,0,13,0,13,55,41,15,20,0,13,70,50,
76131,ZCTA5 76131,31311,1816,77413,4808,0.3121,0.0236,2051,392,4259,564,7077,800,4516,699,1177,313,19080,1133,40463,2304,83708,3756,0.3405,0.0273,2556,413,5895,747,8399,912,5410,705,2173,382,24433,1255,83453.2661757828
76132,ZCTA5 76132,24747,949,49437,2478,0.5289,0.0235,892,279,3426,508,4471,478,5018,486,3220,308,17027,646,27058,1010,53688,1511,0.5148,0.0318,794,218,3699,592,5162,493,5155,592,3830,505,18640,618,53294.3965475072
76133,ZCTA5 76133,50558,1909,51123,2589,0.4201,0.0223,4163,611,10805,815,9685,769,5411,425,2740,270,32804,1054,51369,1963,53696,2366,0.4297,0.0268,4647,515,10622,841,9462,655,5704,518,2730,366,33165,1017,55111.949242434
76134,ZCTA5 76134,24297,1189,48534,3192,0.376,0.0176,2329,381,4846,501,5024,530,1607,323,801,184,14607,620,26484,1434,47763,8459,0.4455,0.0401,3360,493,5889,704,4561,567,1232,295,724,176,15766,829,52320.938609477
75208,ZCTA5 75208,31299,1291,45170,2603,0.5381,0.0273,7753,763,4139,458,3179,391,2827,360,1743,232,19641,781,29720,1365,61051,3595,0.4813,0.0206,5929,584,3641,405,3824,465,4000,368,2395,250,19789,800,48694.4574316989
75209,ZCTA5 75209,15312,854,79408,8048,0.5698,0.0292,1059,289,1853,410,1812,335,3746,448,2548,296,11018,565,14188,820,86813,13549,0.5746,0.0263,982,347,1086,260,2213,430,3935,442,2607,296,10823,592,85603.9290621286
75210,ZCTA5 75210,6125,714,15258,3783,0.4864,0.0446,1400,240,1594,302,717,182,98,56,21,26,3830,417,8578,848,26727,3742,0.421,0.0338,2172,313,1470,276,1132,253,143,75,92,76,5009,465,16448.5284811349
75211,ZCTA5 75211,73530,2151,36704,1652,0.3983,0.0151,20597,1035,10141,712,7256,615,2004,309,760,197,40758,1395,79010,2153,41154,1982,0.4223,0.0178,20333,1023,12846,947,7815,698,2433,320,917,190,44344,1360,39567.8850027248
75212,ZCTA5 75212,25756,1354,28802,2889,0.4406,0.0212,7264,560,3742,441,2324,308,592,209,180,81,14102,712,26320,1068,32696,3009,0.4744,0.0361,6835,529,4591,456,2299,346,529,143,215,106,14469,657,31049.3195250784
75214,ZCTA5 75214,33460,1196,69168,3543,0.5391,0.019,2199,436,2711,371,4870,503,9120,562,5957,517,24857,792,33906,1208,85211,6437,0.5286,0.0158,1390,278,2100,332,5073,494,9681,593,6888,477,25132,784,74564.9376053963
75215,ZCTA5 75215,14118,913,23433,2657,0.5307,0.0418,2878,357,3367,384,2584,339,835,214,462,156,10126,637,16681,1071,28089,1831,0.4944,0.0317,2958,443,3657,373,3239,395,1147,253,322,109,11323,768,25261.3951958601
75252,ZCTA5 75252,24898,798,54650,4326,0.5359,0.0281,1180,339,2210,370,5225,554,5616,453,4064,505,18295,604,26511,763,61151,2342,0.5286,0.0176,980,270,2053,293,4124,413,6937,515,4841,475,18935,582,58914.1487412518
75253,ZCTA5 75253,18370,1422,33283,2438,0.4097,0.0478,4572,621,3206,401,1857,359,439,166,215,111,10289,717,23894,2009,43028,5188,0.3967,0.037,5578,803,3422,468,2930,434,568,248,144,94,12642,932,35879.9563139082
75254,ZCTA5 75254,24138,1380,44283,2645,0.5182,0.0281,2490,497,2641,446,4251,500,4910,498,2134,305,16426,819,26828,1337,51276,3445,0.5191,0.0294,2617,494,2830,475,4439,581,4743,530,2483,387,17112,729,47738.2479178199
75270,ZCTA5 75270,0,13,,,,,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,,,,0,13,0,13,0,13,0,13,0,13,0,13,
75287,ZCTA5 75287,50416,839,46828,2686,0.4772,0.0176,2518,547,5467,635,11569,771,10782,782,4943,513,35279,903,54882,802,51045,1243,0.486,0.0177,1930,392,6710,682,12222,940,12192,771,5556,487,38610,976,50481.8253843612
75390,ZCTA5 75390,0,13,,,,,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,,,,0,13,0,13,0,13,0,13,0,13,0,13,
75216,ZCTA5 75216,49342,1807,23294,1435,0.4793,0.018,11590,706,10490,641,6338,561,1145,228,656,196,30219,906,54150,2138,26326,1116,0.4968,0.0228,11574,816,12795,812,7368,641,1550,311,570,152,33857,1219,25111.549511047
75217,ZCTA5 75217,82664,2430,34480,1721,0.4363,0.0176,20746,980,14203,1088,7458,672,1556,415,404,135,44367,1105,86896,2585,38225,2006,0.414,0.0199,21491,1124,14668,929,9477,750,1432,286,548,169,47616,1358,37170.3540457157
75218,ZCTA5 75218,22743,991,65567,3935,0.4607,0.026,1646,390,3096,580,4126,469,4634,449,2927,348,16429,641,21576,866,77669,8638,0.4939,0.0378,1280,257,2576,448,4095,569,5367,523,3781,455,17099,682,70682.9641448794
75219,ZCTA5 75219,21700,1056,59650,3357,0.536,0.0261,2870,468,2071,396,3520,472,5560,431,3595,455,17616,766,23419,1136,72967,4730,0.5182,0.0359,1746,329,2037,379,3644,443,7564,587,4950,585,19941,929,64304.2812884844
75220,ZCTA5 75220,43762,1697,35827,2601,0.5936,0.0282,12067,918,5869,646,3354,383,2681,321,1651,257,25622,940,43088,1692,46417,2190,0.5751,0.0266,12413,832,5562,543,3414,390,3108,401,2023,237,26520,975,38622.4557539402
75223,ZCTA5 75223,12583,820,35949,4857,0.5146,0.0397,3303,359,1658,274,1354,224,959,183,404,114,7678,497,15128,909,47790,5453,0.4962,0.0255,4027,471,1795,258,1625,295,1210,173,633,133,9290,571,38753.9749880926
75224,ZCTA5 75224,34640,1333,33830,2672,0.4522,0.0217,7141,578,5226,441,4492,469,1444,288,602,157,18905,801,37280,1408,40306,2712,0.4623,0.0257,7140,713,5613,530,4276,434,1945,313,706,198,19680,747,36469.6368145755
75407,ZCTA5 75407,14871,891,52330,4738,0.4155,0.0331,1559,327,3623,388,2917,408,1306,322,440,152,9845,575,16582,791,60763,6321,0.4065,0.0272,1395,320,3615,513,3401,304,1562,309,417,108,10390,572,56413.1272393359
75409,ZCTA5 75409,11488,660,61997,9003,0.3696,0.0356,1178,349,2260,499,2344,434,1129,245,575,204,7486,602,15379,610,86304,9543,0.3233,0.0338,1341,624,2831,619,2703,447,1592,495,905,428,9372,562,66834.4095061554
75225,ZCTA5 75225,20770,711,147153,13115,0.5197,0.0187,149,82,554,141,2148,287,6675,434,4881,334,14407,478,21296,688,167656,29284,0.5507,0.0196,132,70,537,201,1833,232,7273,493,5316,436,15091,482,158634.834944582
75226,ZCTA5 75226,3265,621,42768,5344,0.402,0.096,644,259,444,176,676,213,503,166,247,94,2514,557,4674,505,46891,11735,0.3786,0.039,1198,342,539,152,967,308,724,166,274,98,3702,412,46105.0377560084
75227,ZCTA5 75227,56594,1757,37720,2522,0.3944,0.0174,11676,958,9260,712,7382,674,2067,337,967,215,31352,1147,58995,2077,40975,1606,0.4164,0.0165,11626,805,10226,750,7843,655,2475,367,1010,195,33180,1168,40663.1599363224
75228,ZCTA5 75228,70699,2150,36274,2140,0.4468,0.0122,14305,1135,11091,781,9970,717,4416,411,2292,310,42074,1114,73606,2423,42470,1877,0.4363,0.0141,13003,923,12272,857,11309,755,5592,504,2500,365,44676,1331,39104.3336036627
75229,ZCTA5 75229,33371,1121,70625,4692,0.5387,0.0178,5043,586,3614,470,3858,337,5957,345,3371,324,21843,638,31790,1060,93416,5556,0.543,0.0187,5150,559,2772,368,3773,350,6053,419,4160,325,21908,645,76135.6222296598
75230,ZCTA5 75230,27027,1182,68863,5552,0.6016,0.0176,1598,399,2321,367,3893,422,6546,458,5225,412,19583,775,27872,964,87904,8653,0.5954,0.0148,1188,322,1820,328,4010,410,7858,524,6166,410,21042,756,74236.1395200151
75231,ZCTA5 75231,34227,1935,33546,2299,0.5652,0.023,5004,611,4739,604,5063,593,3995,423,2232,317,21033,1065,41072,1351,39322,1671,0.5226,0.0194,6410,640,5879,594,6044,512,5501,455,2449,304,26283,725,36163.4772858927
75232,ZCTA5 75232,27317,1357,36265,2929,0.4175,0.0186,3808,530,5861,572,5330,480,1766,302,1254,235,18019,805,31941,2066,36507,3111,0.4678,0.029,5048,694,7279,868,5869,654,1566,292,939,212,20701,1070,39094.6313650777
75233,ZCTA5 75233,14431,1007,40151,6199,0.4413,0.0364,2633,439,2042,344,2265,316,955,262,702,171,8597,604,16092,1262,47399,3972,0.4175,0.0333,2713,482,2946,377,2098,305,1088,248,668,172,9513,684,43283.8423807869
