GEOID,NAME,popm_18t24E,popf_18t24E,pop_3t4E,less_hsE,hs_degE,ba_degE,his_popE,wh_popE,bl_popE,as_popE,rohhE,thhE,hsm_18t24E,hsf_18t24E,es_3t4E,empE,emp_pubtrE,pop_o25E,emp_r25t29E,emp_r30t34E,emp_r35t44E,emp_r45t54E,type,tot_popE_2012,tot_popE_2017,tot_popE_2018,tot_popE_2019,med_incE_2012,med_incE_2017,med_incE_2018,med_incE_2019,giniE_2012,giniE_2017,giniE_2018,giniE_2019,pop_u18E_2012,pop_u18E_2017,pop_u18E_2018,pop_u18E_2019,pop_bpE_2012,pop_bpE_2017,pop_bpE_2018,pop_bpE_2019,bp_u18E_2012,bp_u18E_2017,bp_u18E_2018,bp_u18E_2019,bp_per_2012,bp_per_2017,bp_per_2018,bp_per_2019,cbp_per_2012,cbp_per_2017,cbp_per_2018,cbp_per_2019,rohh_per_2012,rohh_per_2017,rohh_per_2018,rohh_per_2019,emp_pubtr_per_2012,emp_pubtr_per_2017,emp_pubtr_per_2018,emp_pubtr_per_2019,es_3t4_per_2012,es_3t4_per_2017,es_3t4_per_2018,es_3t4_per_2019,hs_18t24_per_2012,hs_18t24_per_2017,hs_18t24_per_2018,hs_18t24_per_2019,emp_r_2012,emp_r_2017,emp_r_2018,emp_r_2019,his_per_2012,his_per_2017,his_per_2018,his_per_2019,as_per_2012,as_per_2017,as_per_2018,as_per_2019,bl_per_2012,bl_per_2017,bl_per_2018,bl_per_2019,wh_per_2012,wh_per_2017,wh_per_2018,wh_per_2019,pop_18t24E_2012,pop_18t24E_2017,pop_18t24E_2018,pop_18t24E_2019
75048,ZCTA5 75048,778,555,639,815,2757,4097,3648,12743,1682,1821,762,6655,467,116,46,10525,188,12988,86,87,60.7,19.2,Zip,20215,,,,88691,,,,0.3258,,,,5830,,,,1115,,,,492,,,,0.0551570615879298,,,,0.0843910806174957,,,,0.1145003756574,,,,0.0178622327790974,,,,0.0719874804381847,,,,0.700675168792198,,,,0.63225,,,,0.180460054415038,,,,0.0900816225575068,,,,0.0832055404402671,,,,0.630373485035864,,,,1333,,,
75050,ZCTA5 75050,2356,2354,1129,5231,6268,3973,20287,13477,4723,932,7972,14875,671,578,22,19631,36,24807,75.1,77.1,63.2,26.9,Zip,39994,,,,43753,,,,0.4059,,,,10395,,,,7097,,,,2899,,,,0.177451617742661,,,,0.278884078884079,,,,0.535932773109244,,,,0.00183383424176048,,,,0.0194862710363153,,,,0.284925690021231,,,,0.60575,,,,0.50725108766315,,,,0.0233034955243287,,,,0.118092713907086,,,,0.33697554633195,,,,4710,,,
75051,ZCTA5 75051,1955,1934,1400,6803,5970,1732,23550,9605,5337,992,6585,12904,570,823,303,15539,58,22634,72.7,69.8,52.6,17.3,Zip,40023,,,,38048,,,,0.4111,,,,13480,,,,8954,,,,4242,,,,0.223721360217875,,,,0.314688427299703,,,,0.510306881587105,,,,0.00373254392174529,,,,0.216428571428571,,,,0.293134481871947,,,,0.531,,,,0.588411663293606,,,,0.024785748194788,,,,0.13334832471329,,,,0.239987007470704,,,,3889,,,
75052,ZCTA5 75052,4326,3730,3073,6558,11967,13367,30301,27055,22071,8634,7492,28346,1514,1056,539,44491,86,53870,80.8,83.5,64.3,30.3,Zip,89829,,,,67547,,,,0.3714,,,,27521,,,,9620,,,,4241,,,,0.107092364381213,,,,0.154100505068857,,,,0.264305369364284,,,,0.00193297520846913,,,,0.175398633257403,,,,0.375868917576961,,,,0.64725,,,,0.337318683276002,,,,0.0961159536452593,,,,0.245700163644257,,,,0.30118335949415,,,,8056,,,
75054,ZCTA5 75054,116,28,330,145,437,1375,960,2194,1005,440,122,1437,63,11,96,2296,0,2770,79.4,83.9,82.6,87.1,Zip,4769,,,,103996,,,,0.3301,,,,1761,,,,467,,,,180,,,,0.0979240931012791,,,,0.10221465076661,,,,0.0848990953375087,,,,0,,,,0.290909090909091,,,,0.875,,,,0.8325,,,,0.20130006290627,,,,0.0922625288320403,,,,0.210736003355001,,,,0.460054518767037,,,,144,,,
75056,ZCTA5 75056,1753,1675,1203,1627,5452,11821,8986,29379,2318,5814,5155,17262,663,269,120,26353,260,31143,84.5,86.7,69.5,34,Zip,48266,,,,81492,,,,0.386,,,,13625,,,,1986,,,,727,,,,0.0411469771681929,,,,0.0533577981651376,,,,0.298632835129185,,,,0.00986604940613972,,,,0.0997506234413965,,,,0.38681446907818,,,,0.68675,,,,0.186176604649236,,,,0.120457464882112,,,,0.0480255252144367,,,,0.608689346537936,,,,3428,,,
75057,ZCTA5 75057,944,780,506,2236,1384,1163,5974,5235,955,360,2951,4875,253,247,112,6847,86,7980,84.3,82.4,69.2,20.8,Zip,13194,,,,47850,,,,0.3603,,,,3490,,,,2294,,,,961,,,,0.173866909201152,,,,0.275358166189112,,,,0.605333333333333,,,,0.0125602453629327,,,,0.221343873517787,,,,0.293503480278422,,,,0.64175,,,,0.452781567379112,,,,0.0272851296043656,,,,0.0723813854782477,,,,0.396771259663483,,,,1724,,,
75058,ZCTA5 75058,114,132,168,259,328,502,522,2555,37,15,274,1008,72,49,3,1353,3,2039,68.8,80.4,82.8,18.6,Zip,3145,,,,82292,,,,0.4222,,,,856,,,,371,,,,167,,,,0.117965023847377,,,,0.195093457943925,,,,0.271825396825397,,,,0.00221729490022173,,,,0.0178571428571429,,,,0.585365853658537,,,,0.6265,,,,0.165977742448331,,,,0.00476947535771065,,,,0.0117647058823529,,,,0.812400635930048,,,,246,,,
75060,ZCTA5 75060,2100,1754,1505,8525,6081,3237,26313,14823,2360,2488,5141,14589,742,525,273,19824,394,27627,72.9,79.3,67.9,26.7,Zip,46617,,,,45394,,,,0.3966,,,,14932,,,,8944,,,,4196,,,,0.191861338138447,,,,0.281007232788642,,,,0.352388786071698,,,,0.0198748991121872,,,,0.181395348837209,,,,0.385054488842761,,,,0.617,,,,0.564450736855654,,,,0.0533710878005878,,,,0.0506253083639016,,,,0.31797412960937,,,,3854,,,
75061,ZCTA5 75061,2985,2410,2469,9804,6640,3692,33628,12227,4214,1681,10352,17292,1023,746,277,23567,462,30467,74.4,78.3,68.7,23.6,Zip,52243,,,,38186,,,,0.4303,,,,16288,,,,11296,,,,5205,,,,0.21622035488008,,,,0.319560412573674,,,,0.598658339116354,,,,0.0196036831162218,,,,0.112191170514378,,,,0.379240037071362,,,,0.6125,,,,0.643684321344486,,,,0.032176559539077,,,,0.0806615240319277,,,,0.234040924142947,,,,5395,,,
75062,ZCTA5 75062,2439,2892,1334,5280,6027,6402,20342,15970,5534,3313,9136,16624,852,822,186,22264,547,28755,77.3,76.3,66.3,34,Zip,46027,,,,44683,,,,0.443,,,,11898,,,,8046,,,,3038,,,,0.174810437351989,,,,0.255337031433854,,,,0.549566891241578,,,,0.0245688106360043,,,,0.139430284857571,,,,0.319639842431064,,,,0.63475,,,,0.441957981184957,,,,0.0719794902991722,,,,0.120233775827232,,,,0.346970256588524,,,,5331,,,
75063,ZCTA5 75063,1110,1084,978,747,2444,15164,3099,11575,5943,13509,9636,15419,284,167,95,20115,335,24923,82.2,78.5,63.2,33.5,Zip,35443,,,,67618,,,,0.4434,,,,8230,,,,2037,,,,423,,,,0.0574725615777445,,,,0.0513973268529769,,,,0.624943251832155,,,,0.0166542381307482,,,,0.0971370143149284,,,,0.258887876025524,,,,0.6435,,,,0.0874361651101769,,,,0.381147194086279,,,,0.167677679654657,,,,0.326580707050758,,,,2194,,,
75065,ZCTA5 75065,439,362,300,323,1737,1835,1733,8329,201,340,1030,4081,176,73,81,5550,28,7474,83.1,77.1,79.3,27.9,Zip,11029,,,,74816,,,,0.3547,,,,2614,,,,467,,,,119,,,,0.0423429141354611,,,,0.0455241009946442,,,,0.252389120313649,,,,0.00504504504504505,,,,0.27,,,,0.439450686641698,,,,0.6685,,,,0.157131199564784,,,,0.030827817571856,,,,0.0182246803880678,,,,0.75519086045879,,,,801,,,
75067,ZCTA5 75067,3222,2913,2410,4228,7613,10954,18782,28322,6342,5017,14387,24240,1379,887,189,33396,242,38229,83,85.9,71.1,30.9,Zip,60477,,,,54557,,,,0.3791,,,,16033,,,,6460,,,,2915,,,,0.106817467797675,,,,0.18181251169463,,,,0.593523102310231,,,,0.0072463768115942,,,,0.0784232365145228,,,,0.449551752241239,,,,0.67725,,,,0.310564346776461,,,,0.0829571572663988,,,,0.104866312813136,,,,0.468310266712965,,,,6135,,,
75068,ZCTA5 75068,679,940,1613,2339,3876,6225,8466,19707,5385,891,1800,11378,251,144,98,17118,10,22022,77.3,88.6,67.1,28.3,Zip,36021,,,,80903,,,,0.3276,,,,12336,,,,2954,,,,1616,,,,0.0820077177202188,,,,0.130998702983139,,,,0.158200035155563,,,,0.000584180394905947,,,,0.0607563546187229,,,,0.310067943174799,,,,0.65325,,,,0.23502956608645,,,,0.0247355709169651,,,,0.149496127259099,,,,0.547097526442908,,,,1619,,,
75069,ZCTA5 75069,1702,2005,1005,3648,4356,5011,12609,17877,3182,411,5144,12035,723,663,134,15097,280,21693,75.7,73.1,66.4,27.4,Zip,34635,,,,45715,,,,0.502,,,,9162,,,,7045,,,,2755,,,,0.203406958279197,,,,0.300698537437241,,,,0.427420024927295,,,,0.0185467311386368,,,,0.133333333333333,,,,0.390072835176693,,,,0.6065,,,,0.364053702901689,,,,0.0118666089216111,,,,0.091872383427169,,,,0.516154179298398,,,,3707,,,
75070,ZCTA5 75070,2142,2572,2470,1021,4158,23976,7304,53904,6502,5121,4798,25006,678,467,149,37616,127,45625,84,82.9,70.3,23.9,Zip,74753,,,,101286,,,,0.3587,,,,24271,,,,4236,,,,1381,,,,0.0566666220753682,,,,0.0568991800914672,,,,0.19187395025194,,,,0.0033762228838792,,,,0.0603238866396761,,,,0.28765379719983,,,,0.65275,,,,0.0977084531724479,,,,0.0685056118149104,,,,0.0869797867644108,,,,0.721094805559643,,,,4714,,,
75071,ZCTA5 75071,1489,1319,1311,1179,3440,8188,5795,25161,4112,1197,2866,12166,530,306,215,17624,167,23094,78.6,77.9,68.1,25.3,Zip,36928,,,,76441,,,,0.4054,,,,10850,,,,1836,,,,528,,,,0.0497183708838822,,,,0.0486635944700461,,,,0.235574552030248,,,,0.00947571493418066,,,,0.163996948893974,,,,0.377492877492877,,,,0.62475,,,,0.156926993067591,,,,0.0324144280762565,,,,0.111351819757366,,,,0.681352902946274,,,,2808,,,
75074,ZCTA5 75074,2376,1833,1561,5546,5504,7285,17684,18942,4568,3670,5701,14986,978,494,281,22933,615,28615,80.5,84.1,68.3,32.1,Zip,45573,,,,56764,,,,0.4135,,,,12713,,,,7058,,,,3384,,,,0.154872402519035,,,,0.266184220876268,,,,0.380421726945149,,,,0.0268172502507304,,,,0.180012812299808,,,,0.46471846044191,,,,0.6625,,,,0.388036776161324,,,,0.0805301384591754,,,,0.100234788142102,,,,0.415640839971035,,,,4209,,,
75075,ZCTA5 75075,1260,1252,714,1202,2617,8932,5312,22772,1810,2986,3974,13053,569,245,63,17120,295,23741,80.3,84.3,68.9,33.8,Zip,33529,,,,76040,,,,0.4147,,,,7275,,,,2730,,,,846,,,,0.0814220525515226,,,,0.116288659793814,,,,0.304451084041983,,,,0.017231308411215,,,,0.0882352941176471,,,,0.453025477707006,,,,0.66825,,,,0.158430015807212,,,,0.0890572340362075,,,,0.0539831190909362,,,,0.679173253004861,,,,2512,,,
75077,ZCTA5 75077,1233,1217,874,533,3226,9602,3863,28529,1752,1713,2381,12753,262,198,57,19244,118,24631,83.4,83,72.2,31.8,Zip,36773,,,,97001,,,,0.3699,,,,9608,,,,1504,,,,587,,,,0.0408995730563185,,,,0.0610949208992506,,,,0.186701168352545,,,,0.0061317813344419,,,,0.0652173913043478,,,,0.213877551020408,,,,0.676,,,,0.105049900742393,,,,0.0465830908547032,,,,0.0476436515922008,,,,0.775813776412042,,,,2450,,,
75078,ZCTA5 75078,225,253,449,183,744,2811,888,9106,454,285,695,3347,83,12,110,4673,0,6276,75.3,79.4,54.1,31.7,Zip,10823,,,,115960,,,,0.3827,,,,4050,,,,923,,,,282,,,,0.0852813452831932,,,,0.0696296296296296,,,,0.207648640573648,,,,0,,,,0.244988864142539,,,,0.347280334728034,,,,0.60125,,,,0.0820474914533863,,,,0.026332809756999,,,,0.0419477039637808,,,,0.841356370692045,,,,478,,,
75080,ZCTA5 75080,3652,2694,1154,3035,3154,11414,10303,27083,1786,4371,7543,17482,646,319,71,22501,527,28632,82.6,77.6,73.4,38.3,Zip,44601,,,,60216,,,,0.4658,,,,9621,,,,7061,,,,1562,,,,0.158314835990224,,,,0.162353185739528,,,,0.431472371582199,,,,0.023421181280832,,,,0.061525129982669,,,,0.203592814371258,,,,0.67975,,,,0.23100378915271,,,,0.0980022869442389,,,,0.0400439452030224,,,,0.607228537476738,,,,6346,,,
75081,ZCTA5 75081,1482,1511,894,1404,3286,8419,4515,18785,3819,5991,5408,13249,280,321,74,17521,335,23644,78.3,82.9,66.9,29.6,Zip,34138,,,,63411,,,,0.3944,,,,7277,,,,3026,,,,1070,,,,0.0886402249692425,,,,0.147038614813797,,,,0.408181749566005,,,,0.0191199132469608,,,,0.0827740492170022,,,,0.187103240895423,,,,0.64425,,,,0.132257308571094,,,,0.175493584861445,,,,0.111869470970766,,,,0.55026656511805,,,,2993,,,
75082,ZCTA5 75082,900,534,560,638,1300,8012,1866,12875,1406,4572,1685,7657,230,49,138,10995,234,14437,81.6,81.6,68.5,25.9,Zip,21336,,,,107910,,,,0.3825,,,,5465,,,,839,,,,182,,,,0.0393232095988002,,,,0.0333028362305581,,,,0.220060075747682,,,,0.0212824010914052,,,,0.246428571428571,,,,0.320781032078103,,,,0.644,,,,0.0874578177727784,,,,0.214285714285714,,,,0.0658980127484065,,,,0.603440194975628,,,,1434,,,
75087,ZCTA5 75087,823,929,897,769,2907,6628,3299,22944,1092,803,2037,10015,204,186,58,13983,40,19244,82.1,79.7,64.1,24.8,Zip,29292,,,,81243,,,,0.3843,,,,8200,,,,1353,,,,480,,,,0.0461900860303155,,,,0.0585365853658537,,,,0.203394907638542,,,,0.00286061646284774,,,,0.064659977703456,,,,0.232876712328767,,,,0.62675,,,,0.112624607401338,,,,0.0274136282944149,,,,0.037279803359279,,,,0.783285538713642,,,,1752,,,
75088,ZCTA5 75088,1202,1036,619,1194,3148,4739,4329,15915,3283,1306,1391,8521,361,227,56,12787,150,16606,78.4,85.9,68.8,26.8,Zip,25394,,,,79287,,,,0.3566,,,,6493,,,,1436,,,,645,,,,0.0565487910530047,,,,0.0993377483443709,,,,0.163243750733482,,,,0.0117306639555799,,,,0.0904684975767367,,,,0.322609472743521,,,,0.64975,,,,0.170473340159093,,,,0.0514294715287076,,,,0.129282507678979,,,,0.626722847916831,,,,2238,,,
75089,ZCTA5 75089,1616,1259,620,1460,3632,5349,5065,17921,4574,1626,1047,9237,554,268,99,15256,276,18325,80.5,88.5,70.1,25.9,Zip,29539,,,,87257,,,,0.3189,,,,8311,,,,1309,,,,475,,,,0.0443142963539727,,,,0.0571531704969318,,,,0.113348489769406,,,,0.0180912427897221,,,,0.159677419354839,,,,0.385391304347826,,,,0.6625,,,,0.171468228443752,,,,0.055045871559633,,,,0.154846135617319,,,,0.606689461390027,,,,2875,,,
75093,ZCTA5 75093,1577,1477,881,502,1830,18190,3591,31803,1940,7694,6751,18776,351,387,68,24066,169,32117,83,76.4,67.9,40.2,Zip,46690,,,,99761,,,,0.4946,,,,11502,,,,2096,,,,470,,,,0.0448918397943885,,,,0.0408624587028343,,,,0.359554750745633,,,,0.00702235518989446,,,,0.0771850170261067,,,,0.229862475442043,,,,0.66875,,,,0.0769115442278861,,,,0.164789034054401,,,,0.0415506532448062,,,,0.681152281002356,,,,3054,,,
75094,ZCTA5 75094,494,555,1029,293,1639,5917,1420,9936,2116,5688,276,5695,132,185,146,9186,110,11790,82,79.2,70.7,27,Zip,20029,,,,113801,,,,0.3236,,,,7181,,,,904,,,,386,,,,0.0451345548954017,,,,0.0537529591978833,,,,0.0484635645302897,,,,0.0119747441759199,,,,0.141885325558795,,,,0.251668255481411,,,,0.64725,,,,0.070897199061361,,,,0.283988217085226,,,,0.105646812122422,,,,0.496080683009636,,,,1049,,,
75098,ZCTA5 75098,1484,1727,1806,1695,5601,9487,6919,31109,4681,2894,2008,15730,615,531,80,23450,210,28789,83.3,87.6,63.1,22.9,Zip,46887,,,,79531,,,,0.3365,,,,14763,,,,2283,,,,768,,,,0.0486915349670484,,,,0.0520219467587889,,,,0.1276541640178,,,,0.00895522388059702,,,,0.044296788482835,,,,0.383058237309249,,,,0.64225,,,,0.147567556038987,,,,0.0617228656130697,,,,0.0998357753748374,,,,0.663488813530403,,,,3211,,,
75101,ZCTA5 75101,22,33,17,107,90,18,370,127,70,0,59,198,16,9,2,201,0,339,60.4,83,46,17.8,Zip,589,,,,32917,,,,0.4131,,,,195,,,,130,,,,50,,,,0.220713073005093,,,,0.256410256410256,,,,0.297979797979798,,,,0,,,,0.117647058823529,,,,0.581818181818182,,,,0.518,,,,0.628183361629881,,,,0,,,,0.118845500848896,,,,0.215619694397284,,,,55,,,
75103,ZCTA5 75103,565,466,365,947,2660,927,1063,12052,200,7,1155,4899,136,152,73,5600,7,9493,72.6,74,56.8,19.4,Zip,13526,,,,47100,,,,0.4272,,,,2922,,,,1888,,,,433,,,,0.139583025284637,,,,0.148186173853525,,,,0.235762400489896,,,,0.00125,,,,0.2,,,,0.263821532492726,,,,0.557,,,,0.0785893834097294,,,,0.000517521809847701,,,,0.01478633742422,,,,0.891024693183498,,,,1031,,,
75104,ZCTA5 75104,1948,2107,1601,1833,4430,8005,7506,12356,23496,1134,4035,15298,746,741,159,21825,161,27476,81.8,84.6,68.9,27.1,Zip,45349,,,,67134,,,,0.3966,,,,13817,,,,4179,,,,1832,,,,0.0921519768903394,,,,0.132590287327206,,,,0.263759968623349,,,,0.00737686139747996,,,,0.0993129294191131,,,,0.367940813810111,,,,0.656,,,,0.165516328915742,,,,0.0250060640807956,,,,0.518115063176696,,,,0.272464662947364,,,,4055,,,
75105,ZCTA5 75105,27,25,4,9,85,6,0,277,6,0,43,133,9,11,0,120,0,181,67.6,100,22.8,0,Zip,283,,,,40563,,,,0.42,,,,50,,,,10,,,,0,,,,0.0353356890459364,,,,0,,,,0.323308270676692,,,,0,,,,0,,,,0.346153846153846,,,,0.476,,,,0,,,,0,,,,0.0212014134275618,,,,0.978798586572438,,,,52,,,
75110,ZCTA5 75110,1601,1307,717,3308,4043,2454,8330,13381,5162,272,3882,9944,509,414,31,11968,13,16986,74.3,75.5,62.7,33.3,Zip,27458,,,,39977,,,,0.4476,,,,7335,,,,6224,,,,2995,,,,0.226673464928254,,,,0.408316291751875,,,,0.390386162510056,,,,0.00108622994652406,,,,0.0432357043235704,,,,0.350068775790922,,,,0.6145,,,,0.303372423337461,,,,0.00990603831305995,,,,0.187996212397116,,,,0.487326098040644,,,,2908,,,
75114,ZCTA5 75114,124,239,204,312,708,526,389,3683,241,17,143,1365,65,65,43,1990,0,2672,81.5,68.5,71.1,29.8,Zip,4467,,,,74659,,,,0.3536,,,,1419,,,,348,,,,78,,,,0.0779046339825386,,,,0.0549682875264271,,,,0.104761904761905,,,,0,,,,0.21078431372549,,,,0.358126721763085,,,,0.62725,,,,0.0870830535034699,,,,0.00380568614282516,,,,0.0539511976718155,,,,0.824490709648534,,,,363,,,
75115,ZCTA5 75115,2243,1591,1085,1290,5904,7617,4734,9511,33190,315,5770,18102,840,435,145,23169,429,32088,81.9,81.6,61.5,29.3,Zip,48860,,,,59494,,,,0.4035,,,,12897,,,,4701,,,,1649,,,,0.0962136717151044,,,,0.127859192060169,,,,0.318749309468567,,,,0.0185161206784928,,,,0.133640552995392,,,,0.438184663536776,,,,0.63575,,,,0.0968890708145723,,,,0.00644699140401146,,,,0.679287760949652,,,,0.194658207122391,,,,3834,,,
75116,ZCTA5 75116,986,905,922,1899,2862,2109,8884,6490,3876,130,2357,6699,288,448,175,8984,106,12016,75.3,75.7,65.9,37.7,Zip,19635,,,,51598,,,,0.3762,,,,5728,,,,2805,,,,1509,,,,0.142857142857143,,,,0.263442737430168,,,,0.351843558740111,,,,0.0117987533392698,,,,0.189804772234273,,,,0.304600740349022,,,,0.6365,,,,0.452457346574994,,,,0.00662083015024192,,,,0.197402597402597,,,,0.330532212885154,,,,1891,,,
75119,ZCTA5 75119,1107,1249,656,2854,4165,1584,8467,13607,3008,74,3036,8959,515,420,66,11292,0,15937,77.7,74,62.5,29.8,Zip,25687,,,,46317,,,,0.4264,,,,7385,,,,4299,,,,1759,,,,0.167360921867092,,,,0.238185511171293,,,,0.338877106819958,,,,0,,,,0.100609756097561,,,,0.437181663837012,,,,0.61,,,,0.329621987775918,,,,0.00288083466344844,,,,0.117102036049364,,,,0.52972320629112,,,,2356,,,
75124,ZCTA5 75124,196,167,143,350,812,212,466,3593,27,34,261,1504,111,74,42,1594,4,2637,73.9,73.5,47.1,21.2,Zip,4160,,,,48871,,,,0.4788,,,,1159,,,,613,,,,190,,,,0.147355769230769,,,,0.163934426229508,,,,0.173537234042553,,,,0.00250941028858218,,,,0.293706293706294,,,,0.611570247933884,,,,0.53925,,,,0.112019230769231,,,,0.00817307692307692,,,,0.00649038461538462,,,,0.863701923076923,,,,363,,,
75125,ZCTA5 75125,510,442,291,1018,1126,280,2604,3035,865,121,423,2097,166,233,57,2771,9,3877,69.2,78.4,52.8,22.8,Zip,6904,,,,48072,,,,0.4159,,,,2071,,,,1278,,,,408,,,,0.185110081112399,,,,0.197006277160792,,,,0.201716738197425,,,,0.0032479249368459,,,,0.195876288659794,,,,0.348739495798319,,,,0.558,,,,0.377172653534183,,,,0.0175260718424102,,,,0.125289687137891,,,,0.43960023174971,,,,952,,,
75126,ZCTA5 75126,887,956,1276,1003,4635,4792,5008,22464,3334,115,1240,10157,340,148,33,16109,34,19568,87.4,84.4,68.7,24.9,Zip,31825,,,,86872,,,,0.3273,,,,10373,,,,1640,,,,566,,,,0.0515318146111548,,,,0.0545647353706739,,,,0.122083292310722,,,,0.00211062139176858,,,,0.0258620689655172,,,,0.368963646228975,,,,0.6635,,,,0.157360565593087,,,,0.00361351139041634,,,,0.104760408483896,,,,0.70586017282011,,,,1843,,,
75132,ZCTA5 75132,0,18,25,0,128,85,0,391,0,0,24,143,0,0,0,200,0,289,68.2,100,60.5,,Zip,391,,,,85721,,,,0.2785,,,,84,,,,72,,,,33,,,,0.184143222506394,,,,0.392857142857143,,,,0.167832167832168,,,,0,,,,0,,,,0,,,,,,,,0,,,,0,,,,0,,,,1,,,,18,,,
75134,ZCTA5 75134,705,799,673,1591,3416,1965,3923,2468,13315,40,2395,6916,285,292,46,8266,93,12300,70.6,74,53.7,28.9,Zip,20153,,,,47672,,,,0.386,,,,6323,,,,3789,,,,1726,,,,0.188011710415323,,,,0.272971690653171,,,,0.346298438403702,,,,0.0112509073312364,,,,0.0683506686478455,,,,0.378989361702128,,,,0.568,,,,0.194660844539275,,,,0.00198481615640351,,,,0.66069567806282,,,,0.122463156850097,,,,1504,,,
75135,ZCTA5 75135,265,116,163,267,1101,327,494,4166,209,13,383,1794,100,76,22,2380,5,3298,82.6,85.9,57.7,21.2,Zip,4944,,,,57750,,,,0.3916,,,,1265,,,,663,,,,268,,,,0.134101941747573,,,,0.211857707509881,,,,0.213489409141583,,,,0.00210084033613445,,,,0.134969325153374,,,,0.5249343832021,,,,0.6185,,,,0.0999190938511327,,,,0.0026294498381877,,,,0.0422734627831715,,,,0.842637540453075,,,,381,,,
75137,ZCTA5 75137,932,1037,362,1346,2293,3240,4937,6334,6985,521,1962,6787,167,181,0,9505,108,12372,81.7,83.1,67,26.7,Zip,18955,,,,59577,,,,0.4053,,,,4587,,,,1876,,,,799,,,,0.0989712476919019,,,,0.174187922389361,,,,0.289082068660675,,,,0.0113624408206207,,,,0,,,,0.169629253428136,,,,0.64625,,,,0.260458981798998,,,,0.0274861514112371,,,,0.368504352413611,,,,0.33415985228172,,,,1969,,,
75141,ZCTA5 75141,327,182,121,896,1068,213,1668,1272,2222,0,317,1350,94,35,16,1748,6,3341,48.5,51.4,57.4,30.7,Zip,5258,,,,35435,,,,0.3846,,,,1408,,,,959,,,,494,,,,0.182388740966147,,,,0.350852272727273,,,,0.234814814814815,,,,0.0034324942791762,,,,0.132231404958678,,,,0.369351669941061,,,,0.47,,,,0.317230886268543,,,,0,,,,0.422594142259414,,,,0.241917078737162,,,,509,,,
75142,ZCTA5 75142,789,627,845,2087,3227,1377,4378,13449,746,50,1684,6310,319,276,79,7908,0,11913,79.3,79.3,56,18.7,Zip,18920,,,,54258,,,,0.4073,,,,5358,,,,3010,,,,1251,,,,0.159090909090909,,,,0.233482642777156,,,,0.266877971473851,,,,0,,,,0.093491124260355,,,,0.450564971751413,,,,0.58325,,,,0.231395348837209,,,,0.00264270613107822,,,,0.0394291754756871,,,,0.710835095137421,,,,1416,,,
75143,ZCTA5 75143,623,604,494,1863,2969,890,1358,14094,298,41,1315,6167,382,188,69,6035,0,11098,62.7,65.2,57.4,19.7,Zip,16073,,,,42704,,,,0.4199,,,,3632,,,,2900,,,,1174,,,,0.180426802712624,,,,0.323237885462555,,,,0.213231717204475,,,,0,,,,0.139676113360324,,,,0.622656886715566,,,,0.5125,,,,0.084489516580601,,,,0.0025508616935233,,,,0.0185404093821937,,,,0.876874261183351,,,,1227,,,
75146,ZCTA5 75146,432,841,360,1243,2936,1890,3337,3030,10932,0,1779,6421,224,185,65,8116,89,10840,79.8,83.6,66.4,24.4,Zip,17432,,,,58259,,,,0.3429,,,,5299,,,,1619,,,,728,,,,0.0928751720972923,,,,0.137384412153236,,,,0.277059648029902,,,,0.0109659931000493,,,,0.180555555555556,,,,0.351924587588374,,,,0.6355,,,,0.19142955484167,,,,0,,,,0.627122533272143,,,,0.173818265259293,,,,1273,,,
75147,ZCTA5 75147,405,304,221,771,1344,558,700,6962,132,56,753,2679,211,110,21,2808,0,5047,71.9,61.6,47.8,21.8,Zip,7897,,,,44260,,,,0.43,,,,2141,,,,1723,,,,734,,,,0.218184120552108,,,,0.342830453059318,,,,0.281075027995521,,,,0,,,,0.0950226244343891,,,,0.595204513399154,,,,0.50775,,,,0.0886412561732303,,,,0.00709130049385843,,,,0.016715208306952,,,,0.881600607825757,,,,709,,,
75149,ZCTA5 75149,2702,2760,2041,6376,9011,3704,19264,21891,13415,1257,6262,18500,1132,945,223,25547,111,33274,76.6,79.2,62.2,28.1,Zip,56253,,,,47974,,,,0.3836,,,,17305,,,,8579,,,,4071,,,,0.152507421826392,,,,0.235249927766541,,,,0.338486486486487,,,,0.00434493286883,,,,0.109260166585007,,,,0.41450018308312,,,,0.61525,,,,0.342452846959273,,,,0.0223454749080049,,,,0.238476170159814,,,,0.389152578529145,,,,5462,,,
75150,ZCTA5 75150,2981,3182,1839,5292,7658,5422,19226,26548,9691,1766,11296,21646,1119,1176,219,28793,260,35829,81.4,81.1,69.3,25.4,Zip,58538,,,,46250,,,,0.3905,,,,16299,,,,8805,,,,4225,,,,0.150415114968055,,,,0.259218356954414,,,,0.521851612307124,,,,0.00902997256277567,,,,0.119086460032626,,,,0.363134836930067,,,,0.643,,,,0.328436229457788,,,,0.0301684375960914,,,,0.165550582527589,,,,0.453517373330145,,,,6163,,,
75152,ZCTA5 75152,324,151,147,670,990,225,2175,3275,47,0,428,1731,95,52,3,2334,0,3199,72.6,77.7,66.7,37.1,Zip,5577,,,,52699,,,,0.3855,,,,1890,,,,672,,,,352,,,,0.120494889725659,,,,0.186243386243386,,,,0.247255921432698,,,,0,,,,0.0204081632653061,,,,0.4,,,,0.63525,,,,0.389994620763852,,,,0,,,,0.0084274699659315,,,,0.587233279540972,,,,475,,,
