GEOID,NAME,TYPE,tot_popE_19,pop_3t4E_19,med_incE_19,giniE_19,less_hsE_19,hs_degE_19,ba_degE_19,his_popE_19,wh_popE_19,bl_popE_19,as_popE_19,rohhE_19,thhE_19,es_3t4E_19,empE_19,emp_pubtrE_19,pop_bpE_19,bp_u18E_19,pop_o25E_19,pop_u18E_19,pop_18t24E_19,wh_per_19,bl_per_19,as_per_19,his_per_19,emp_r_19,hs_18t24_per_19,es_3t4_per_19,emp_pubtr_per_19,bp_per_19,cbp_per_19,rohh_per_19,per_rohh,per_tot_pop,per_med_inc,per_gini,per_less_hs,per_hs_deg,per_wh,per_bl,per_as,per_his,per_emp_r,per_hs_18t24,per_es_3t4,per_emp_pubtr,per_bp,per_cbp
4869032,"Southlake city, Texas",PLACE,31292,762,240248,0.4456,95,1434,12365,1989,23046,524,4967,579,9398,127,13775,64,790,244,19861,10168,1263,0.736482167966253,0.0167454940559888,0.158730665984916,0.0635625719033619,0.77875,0.256532066508314,0.166666666666667,0.00464609800362976,0.0252460692828838,0.0239968528717545,0.0616088529474356,-0.19368383839374,0.127436497928301,0.302853731664452,-0.0502983802216539,-0.5,0.460285132382892,0.00977084520001753,-0.388564760793466,1.64483493077742,0.199638118214717,0.187,0,2.175,5.4,-0.107344632768362,0.109090909090909
4816612,"Coppell city, Texas",PLACE,41645,1327,122340,0.4184,625,1620,17549,5458,22923,1765,10135,4362,15538,109,22653,286,1066,410,28346,11258,2041,0.550438227878497,0.0423820386601033,0.243366550606315,0.131060151278665,0.853,0.369426751592357,0.0821401657874906,0.0126252593475478,0.0255973106015128,0.0364185468111565,0.280731110825074,-0.021680110863131,0.0405786961845031,0.0175412331262319,0.0254901960784314,-0.0685543964232489,-0.308873720136519,-0.0745660072668551,-0.131824889326119,0.308248354201626,0.206988058381247,0.1525,0.725400457665904,0.313253012048193,1.05755395683453,-0.372572101236021,-0.31438127090301
4833020,"Hebron town, Texas",PLACE,388,6,96250,0.5107,0,25,199,10,262,29,84,83,176,2,248,0,72,0,315,39,34,0.675257731958763,0.0747422680412371,0.216494845360825,0.0257731958762887,0.9065,0,0.333333333333333,0,0.185567010309278,0,0.471590909090909,8.10170454545455,-0.332185886402754,-0.193743482934335,0.435760472308125,-1,0.470588235294118,-0.364077669902913,-0.275,0.448275862068966,-0.852941176470588,0.2145,-1,0,-1,11,0
4867100,"Shady Shores town, Texas",PLACE,2843,101,95045,0.4166,66,257,696,401,2267,19,93,105,933,23,1316,9,251,41,2025,665,153,0.797397115722828,0.00668308125219838,0.0327119240239184,0.14104818853324,0.81925,0.274509803921569,0.227722772277228,0.00683890577507599,0.088287020752726,0.0616541353383459,0.112540192926045,0.134496086264575,0.0417735434224991,-0.209934287679846,0.0948751642575559,0.32,0.0708333333333333,0.0328018223234624,-0.863309352517986,0.309859154929577,0.56640625,0.146,0.3125,Inf,Inf,0.887218045112782,0.205882352941176
4858016,"Plano city, Texas",PLACE,287064,6390,95602,0.4459,9876,19449,95916,43098,150287,24282,60633,43296,105854,523,153531,2002,19375,5419,198873,64531,23660,0.523531337959479,0.0845874090795084,0.211217707549536,0.150133768079592,0.82275,0.360101437024514,0.0818466353677621,0.0130397118497242,0.0674936599503943,0.0839751437293704,0.409016192113666,0.107010980096377,0.0586282941076684,0.0672305455532693,-0.000896258122339135,0.0859907631405322,0.0697431384412299,-0.0255467589981002,0.21958814665997,0.233205198608823,0.0822389071642016,0.15425,0.48380355276907,-0.45350052246604,0.168709865732633,-0.0545090767128636,-0.186580606424497
4819972,"Denton city, Texas",PLACE,136195,3024,60018,0.4538,6498,11679,25194,33385,80163,12769,5691,23940,46687,485,70648,1083,19759,3676,80720,26612,28863,0.588589889496678,0.0937552773596681,0.0417856749513565,0.245126473071699,0.8095,0.198039011883727,0.160383597883598,0.0153295210055486,0.145078747384265,0.13813317300466,0.512776575920492,-0.0049957326955626,0.109603884570889,0.145393920240369,-0.0494344365312108,0.00588235294117647,0.137306456324861,0.0974317553322564,-0.0140529688827118,0.0645342312008979,0.222804190169218,0.19525,0.0509284794999081,0.678200692041522,-0.0330357142857143,-0.17419651439796,-0.27935698882572
4842808,"Lincoln Park town, Texas",PLACE,12,0,56250,0.2108,2,2,0,0,12,0,0,7,10,0,4,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.650943396226415,-0.958333333333333,0.312319424847141,-0.403339937729975,-0.951219512195122,-0.967213114754098,-0.948275862068965,-1,0,-1,0,-1,-1,-1,-1,-1
4817024,"Corral City town, Texas",PLACE,8,2,0,0,0,0,0,6,2,0,0,2,2,0,4,0,0,0,4,4,0,0.25,0,0,0.75,0,0,0,0,0,0,1,1,-0.741935483870968,0,0,0,-1,-0.92,-1,0,Inf,0,0,0,0,-1,-1
4804000,"Arlington city, Texas",PLACE,395477,10077,60571,0.4328,30839,49329,62627,116902,152482,88131,25669,60598,135333,1031,198671,582,57116,22147,249392,101150,44935,0.385564773678368,0.222847346369068,0.0649064294510174,0.295597468373635,0.803,0.354066985645933,0.102312196090106,0.00292946630358734,0.144423063793849,0.218952051408799,0.447769575787133,0.0349728048777131,0.0537482847284209,0.057096583908383,-0.0027649769585253,0.0250282523432826,0.0894213780918728,-0.0523417690051211,0.217632186131336,-0.0168900804289544,0.08641952361923,0.17125,0.305918082574079,-0.284027777777778,0.603305785123967,-0.0906833089218621,-0.101978752737004
4852356,"North Richland Hills city, Texas",PLACE,70202,1763,71076,0.426,3073,8330,12832,11633,47761,4676,3093,10020,26500,234,35642,134,5288,1964,48232,16365,5605,0.680336742542948,0.0666077889518817,0.0440585738298054,0.165707529700009,0.816,0.293666369313113,0.132728304027226,0.00375960944952584,0.0753254893022991,0.120012221203789,0.37811320754717,0.0274707573988422,0.0663324979114453,0.0458326491189967,0.0636704119850186,0.0589248793935217,0.0432060112711334,0.0124432950354009,0.755255255255255,0.272315919374743,-0.0124787775891341,0.146,-0.174937343358396,-0.422222222222222,-0.436974789915966,0.0450592885375494,0.0452368281000532
4832984,"Heath city, Texas",PLACE,8709,125,155781,0.4494,220,613,2597,682,7194,97,482,171,2959,46,3941,0,284,135,5777,2145,787,0.826042025490871,0.0111379033184062,0.0553450453553795,0.0783097944654955,0.69125,0.398983481575604,0.368,0,0.0326099437363647,0.0629370629370629,0.0577897938492734,2.10981328151403,0.142913385826772,-0.0534019342122821,0.16304347826087,2.05555555555556,0.544080604534005,-0.00772413793103448,1.77142857142857,4.54022988505747,1.8655462184874,0.10825,1.2589928057554,1,0,-0.0779220779220779,1.17741935483871
4862828,"Rockwall city, Texas",PLACE,44101,1029,95653,0.3917,1815,3233,10423,7579,31358,2616,1376,3725,15654,80,22086,229,2005,705,29033,11233,3835,0.711049636062674,0.059318382803111,0.0312011065508719,0.17185551348042,0.8165,0.294654498044329,0.0777453838678329,0.0103685592683148,0.045463821682048,0.0627615062761506,0.237958349303692,-0.0835631576914773,0.10396014819265,0.022401706080005,0.0351479915433403,0.0467128027681661,-0.155874673629243,0.0902958867911408,0.167336010709505,0.787012987012987,0.118836728668438,0.188,0.354916067146283,-0.285714285714286,1.02654867256637,-0.195425361155698,-0.185912240184758
4820540,"DISH town, Texas",PLACE,426,19,119375,0.2888,15,62,99,43,380,1,0,11,158,0,231,0,4,0,320,87,19,0.892018779342723,0.00234741784037559,0,0.10093896713615,0.87325,0.210526315789474,0,0,0.00938967136150235,0,0.069620253164557,-0.669303797468355,0.876651982378855,0.692349262894177,-0.135329341317365,-0.423076923076923,0.0689655172413793,1.01058201058201,-0.666666666666667,-1,0.482758620689655,0.2805,Inf,0,0,-0.5,-1
4838488,"Kaufman city, Texas",PLACE,7330,142,46793,0.4612,1056,1279,379,2701,3868,654,0,912,2081,5,2945,0,1763,849,4635,2210,485,0.527694406548431,0.0892223738062756,0,0.368485675306958,0.671,0.655670103092784,0.0352112676056338,0,0.240518417462483,0.384162895927602,0.438250840941855,-0.104542831916383,0.0721076495538979,0.155382716049383,0.109187109187109,0.58796992481203,0.0987972508591065,-0.0375715352077631,-0.00758725341426404,-1,0.39155074703761,0.10225,0.492957746478873,-0.939024390243902,0,-0.140419307654803,-0.0330296127562642
4845324,"Mabank town, Texas",PLACE,3379,0,43625,0.5505,224,779,203,266,2938,98,63,556,1223,0,1613,0,711,179,2432,602,345,0.869488014205386,0.0290026635099142,0.0186445693992305,0.0787215152411956,0.77875,0.330434782608696,0,0,0.210417283219888,0.29734219269103,0.454619787408013,-0.187625436705568,-0.0558815311539536,0.100311038068113,0.207501645097609,-0.111111111111111,0.3407917383821,-0.01706256273001,-0.0485436893203884,-0.470588235294118,-0.113333333333333,0.27975,0.561643835616438,-1,0,0.190954773869347,-0.386986301369863
4866908,"Seven Points city, Texas",PLACE,1688,69,38375,0.4198,195,366,100,391,1272,0,19,158,582,37,660,0,247,90,1106,403,179,0.753554502369668,0,0.0112559241706161,0.231635071090047,0.7065,0.312849162011173,0.536231884057971,0,0.14632701421801,0.223325062034739,0.271477663230241,-0.141143392689785,0.262528047868362,0.315089655701818,0.0219084712755599,-0.0930232558139535,0.340659340659341,0.161643835616438,0,Inf,0.879807692307692,0.27025,0.6,3.11111111111111,0,-0.533962264150943,-0.581395348837209
4838788,"Kemp city, Texas",PLACE,982,21,39038,0.4096,43,165,58,104,853,13,5,136,336,0,372,0,158,38,637,241,104,0.868635437881874,0.0132382892057026,0.00509164969450102,0.105906313645621,0.788,0.134615384615385,0,0,0.160896130346232,0.157676348547718,0.404761904761905,0.0355876393110435,-0.331518039482641,0.0611600944219915,-0.0991862766659335,-0.690647482014389,-0.357976653696498,-0.208719851576994,-0.912751677852349,Inf,-0.174603174603175,0.2915,-0.840909090909091,-1,0,-0.509316770186335,-0.718518518518519
4817504,"Crandall city, Texas",PLACE,3650,154,91125,0.3293,194,595,473,581,2960,45,15,272,1207,8,1917,6,228,89,2252,1086,312,0.810958904109589,0.0123287671232877,0.00410958904109589,0.159178082191781,0.80825,0.346153846153846,0.051948051948052,0.00312989045383412,0.0624657534246575,0.0819521178637201,0.225352112676056,0.314776231352613,0.225243370258476,0.293757762546575,-0.0245853080568721,0.141176470588235,0.0778985507246377,0.145510835913313,-0.181818181818182,Inf,1.04577464788732,0.2065,0.367088607594937,-0.272727272727273,0,0.302857142857143,0.348484848484849
4863404,"Rosser village, Texas",PLACE,285,5,38333,0.4851,41,58,13,55,168,30,0,34,110,0,123,7,82,31,193,81,11,0.589473684210526,0.105263157894737,0,0.192982456140351,0.75175,0.545454545454545,0,0.0569105691056911,0.287719298245614,0.382716049382716,0.309090909090909,0.321630094043887,-0.100946372239748,-0.271927825261159,0.22747975708502,-0.0681818181818182,-0.376344086021505,-0.147208121827411,-0.491525423728814,-1,3.58333333333333,0.261,-0.454545454545455,0,Inf,0.43859649122807,5.2
4876816,"Waxahachie city, Texas",PLACE,35376,1135,65589,0.409,2282,4939,4150,8899,21382,4288,191,5470,12276,73,17200,84,4190,1778,22669,9213,3494,0.604421076436002,0.121212121212121,0.00539914066033469,0.251554726368159,0.80575,0.343445907269605,0.0643171806167401,0.00488372093023256,0.118441881501583,0.192988168891783,0.445584881068752,0.0161427682686333,0.139507167015623,0.138640984617436,0.0126268878435256,0.270601336302895,0.115401987353207,0.187229317046086,-0.0716605325828101,0.136904761904762,0.186533333333333,0.1775,0.16504854368932,0.780487804878049,-0.269565217391304,-0.0715710170618214,-0.0739583333333333
4808860,"Blue Mound city, Texas",PLACE,2981,81,56146,0.338,520,563,164,1778,1044,35,88,177,931,21,1438,0,252,62,1944,835,202,0.350218047635022,0.0117410265011741,0.029520295202952,0.596444146259644,0.74925,0.475247524752475,0.259259259259259,0,0.0845353908084536,0.074251497005988,0.190118152524168,0.211821811890686,0.0514991181657848,0.0152131900686813,-0.00937866354044543,-0.00191938579654511,0.0255009107468124,-0.0711743772241993,1.5,13.6666666666667,0.0828258221680877,0.2305,-0.0769230769230769,6,0,-0.284090909090909,-0.583892617449665
4840744,"Lakeside town (Tarrant County), Texas",PLACE,1616,24,84250,0.3979,74,198,214,184,1395,24,2,27,641,15,755,0,110,52,1234,319,63,0.863242574257426,0.0148514851485149,0.00123762376237624,0.113861386138614,0.8695,0.126984126984127,0.625,0,0.0680693069306931,0.163009404388715,0.0421216848673947,-0.170638549679918,0.139633286318759,-0.00940623162845385,0.0367378843147473,0.644444444444445,0.0702702702702703,0.152892561983471,-0.272727272727273,-0.666666666666667,1.13953488372093,0.25,-0.777777777777778,Inf,-1,1.15686274509804,2.46666666666667
4822588,"Edgecliff Village town, Texas",PLACE,3016,76,72143,0.4162,242,353,347,1068,1317,417,78,133,976,14,1321,7,374,214,1945,807,264,0.436671087533157,0.138262599469496,0.0258620689655172,0.354111405835544,0.8275,0.833333333333333,0.184210526315789,0.00529901589704769,0.124005305039788,0.265179677819083,0.136270491803279,-0.0864119141075964,0.0461325008671523,-0.0444169993981165,0.228090882266155,0.819548872180451,-0.197727272727273,-0.0633001422475107,0.0245700245700246,0.238095238095238,0.0976361767728674,0.23425,1.22222222222222,Inf,0.75,0.206451612903226,0.562043795620438
4824912,"Everman city, Texas",PLACE,6255,164,43352,0.4548,799,1447,303,3237,1341,1547,50,411,1937,0,2565,0,1273,524,3883,1848,524,0.214388489208633,0.247322142286171,0.00799360511590728,0.517505995203837,0.7285,0.854961832061069,0,0,0.203517186250999,0.283549783549784,0.212183789364997,-0.279544673017267,0.0067600193143409,0.0787042013528094,0.0849236641221373,-0.0544378698224852,0.0671091445427729,-0.173752310536044,0.359402460456942,3.54545454545455,0.023719165085389,0.159,3.43564356435644,-1,0,-0.265435660703982,-0.40386803185438
4819084,"Dalworthington Gardens city, Texas",PLACE,2188,39,109375,0.4747,8,202,531,223,1537,188,194,155,811,22,1083,0,160,36,1529,433,226,0.702468007312614,0.0859232175502742,0.0886654478976234,0.101919561243144,0.75225,0.486725663716814,0.564102564102564,0,0.0731261425959781,0.0831408775981524,0.191122071516646,0.238998256728602,0.0534424650938854,-0.125515735839631,0.0446742957746478,-0.906976744186047,1.55696202531646,-0.130656108597285,0.709090909090909,2.03125,2.32835820895522,0.1075,0.71875,Inf,0,3.32432432432432,Inf
4826544,"Forest Hill city, Texas",PLACE,12994,453,41496,0.3798,1705,2123,613,6376,692,5793,3,988,3746,109,4897,15,3289,1727,7627,4155,1212,0.0532553486224411,0.445821148222256,0.000230875788825612,0.4906880098507,0.68475,0.422442244224422,0.240618101545254,0.00306309985705534,0.253116823149146,0.415643802647413,0.263747997864389,-0.00100061904007241,0.0302886140183952,-0.125754346578484,0.0379885214539492,-0.0728656878738445,0.0965909090909091,-0.472962680883473,-0.0420042996527204,-0.9375,0.264076130055512,0.11,-0.0536044362292052,8.90909090909091,-0.6875,0.195130813953488,0.288805970149254
4856640,"Pelican Bay city, Texas",PLACE,1586,75,43359,0.4188,176,389,40,188,1355,7,6,205,543,19,605,0,373,80,1047,380,159,0.854350567465322,0.00441361916771753,0.00378310214375788,0.118537200504414,0.6145,0.352201257861635,0.253333333333333,0,0.235182849936948,0.210526315789474,0.377532228360958,-0.090902394106814,-0.168763102725367,0.302086148679085,-0.0616177459108223,-0.0736842105263158,-0.241715399610136,-0.0757162346521146,-0.9,Inf,-0.338028169014085,0.11675,0.244444444444444,-0.05,0,-0.522407170294494,-0.786666666666667
4855020,"Pantego town, Texas",PLACE,2531,39,54946,0.4664,125,218,567,216,1993,108,132,359,1111,6,1055,6,167,30,1953,452,126,0.787435796128013,0.042670881074674,0.0521532990912683,0.0853417621493481,0.831,0.0634920634920635,0.153846153846154,0.00568720379146919,0.0659818253654682,0.0663716814159292,0.323132313231323,0.178619300778999,0.0263584752635848,-0.273201058201058,0.0854084244821968,0.76056338028169,0.033175355450237,-0.0296981499513145,0.44,6.76470588235294,-0.121951219512195,0.2055,-0.619047619047619,-0.454545454545455,-0.333333333333333,-0.283261802575107,-0.719626168224299
4841056,"Lake Worth city, Texas",PLACE,4929,135,60213,0.3268,380,1096,319,1556,3311,46,0,400,1666,11,2324,8,457,157,3586,1157,186,0.671738689389328,0.00933252180969771,0,0.31568269425847,0.82925,0.720430107526882,0.0814814814814815,0.00344234079173838,0.0927165753702577,0.135695764909248,0.240096038415366,-0.20252364905353,0.0552344251766217,0.186128367325712,-0.078658020862701,0.021505376344086,0.0242990654205607,0.0122286762457964,0.210526315789474,-1,0.235901509134234,0.239,-0.370892018779343,Inf,Inf,0.419254658385093,2.73809523809524
4861844,"Richland Hills city, Texas",PLACE,8051,195,62549,0.3584,513,1510,945,2038,4910,194,218,875,3094,0,4130,27,443,125,5728,1561,762,0.609862128928083,0.0240963855421687,0.0270773816917153,0.253136256365669,0.81525,0.41994750656168,0,0.00653753026634383,0.0550242205937151,0.0800768737988469,0.282805429864253,-0.148846000534401,0.0148745745619564,0.127928423096593,-0.0654498044328553,-0.353089533417402,0.235679214402619,-0.194949991801935,0.0486486486486487,2.89285714285714,0.49194729136164,0.2265,0.828571428571429,-1,-0.307692307692308,-0.438529784537389,-0.0942028985507246
4862384,"River Oaks city, Texas",PLACE,7685,142,62326,0.3822,979,1480,625,4234,3352,0,36,878,2644,62,3552,32,888,391,5051,1976,658,0.436174365647365,0,0.00468445022771633,0.550943396226415,0.798,0.541033434650456,0.436619718309859,0.00900900900900901,0.11554977228367,0.197874493927126,0.332072617246596,0.12982015958415,0.0145214521452145,0.353978209827302,0.137838642453111,-0.127450980392157,-0.0087073007367716,0.0136074992440278,-1,-0.821782178217822,0.113331580331317,0.1765,0.182724252491694,Inf,0.6,-0.18232044198895,-0.312829525483304
4864064,"Sachse city, Texas",PLACE,25607,504,102175,0.3547,1683,2859,4881,4317,14098,2563,3646,1028,8090,29,13370,135,777,189,16784,6600,2223,0.55055258327801,0.100089819190065,0.142382942164252,0.168586714570235,0.7855,0.108861898335583,0.0575396825396825,0.0100972326103216,0.0303432655133362,0.0286363636363636,0.127070457354759,-0.0618052079396049,0.175172097292336,0.0334649452331853,0.079099482811074,1.22913907284768,-0.0364004044489383,0.118622550186464,-0.0676609676245908,0.479707792207792,0.211619421835532,0.147,-0.5591985428051,-0.560606060606061,0.646341463414634,-0.0793838862559242,-0.489189189189189
4816216,"Combine city, Texas",PLACE,2222,56,78942,0.4557,280,311,197,674,1458,21,27,54,647,14,1032,2,304,111,1464,565,193,0.656165616561656,0.00945094509450945,0.0121512151215122,0.303330333033303,0.735,0.33160621761658,0.25,0.00193798449612403,0.136813681368137,0.19646017699115,0.0834621329211747,-0.429253899114795,0.120524457892083,0.0816948004327766,0.0980722891566265,0.465968586387435,-0.152588555858311,-0.117433414043584,-0.0869565217391304,-0.289473684210526,2.96470588235294,0.13375,0.391304347826087,0,Inf,-0.0979228486646884,-0.119047619047619
4866428,"Seagoville city, Texas",PLACE,16514,421,52378,0.4025,2615,2994,904,7280,6166,2731,57,1250,4209,88,5805,0,2132,949,10479,4686,1349,0.373380162286545,0.165374833474628,0.00345161680997941,0.440838076783335,0.58875,0.449221645663454,0.209026128266033,0,0.129102579629405,0.202518139137857,0.296982656212877,0.00352668592933553,0.0738019377072632,0.109467392952855,-0.0544984731031243,0.135475466782458,-0.126349576889408,-0.181033337760659,0.223018360949395,-0.712121212121212,0.368163878970118,0.1685,1.07534246575342,0.333333333333333,-1,0.119160104986877,0.334739803094233
4807132,"Bedford city, Texas",PLACE,49323,1309,70362,0.3803,1283,5148,10570,6878,31710,5805,2617,9364,20476,169,26325,181,2713,675,35390,10274,3659,0.642904932789976,0.117693570950672,0.0530584108833607,0.139448127648359,0.85175,0.380431811970484,0.129106187929717,0.00687559354226021,0.0550047645114855,0.0656998248004672,0.457315882008205,0.0572991120242196,0.0253409279893564,0.0791247743196461,-0.0964599667379424,-0.0346124905944319,0.0381125226860254,-0.098353663737951,0.893964110929853,0.208775981524249,0.12643301670488,0.17025,0.183673469387755,0.28030303030303,0.508333333333333,-0.297150259067358,-0.34593023255814
4865660,"Sansom Park city, Texas",PLACE,5411,260,51909,0.3882,603,1500,181,3178,1857,209,13,533,1476,0,2079,0,885,309,3381,1663,367,0.343189798558492,0.0386250231010904,0.00240251339863242,0.58732212160414,0.72975,0.583106267029973,0,0,0.163555719829976,0.185808779314492,0.361111111111111,0.150496511003757,0.134619417068568,0.252707696228338,0.00180645161290317,-0.377708978328173,0.635768811341331,-0.0564024390243903,18,-0.885964912280702,0.215761285386381,0.26175,0.251461988304094,-1,-1,-0.378511235955056,-0.46815834767642
4878544,"White Settlement city, Texas",PLACE,17565,511,48996,0.4207,1159,3835,1547,4635,11082,1112,432,3291,6385,28,8205,69,2192,854,11351,4535,1679,0.630913748932536,0.0633077142043837,0.0245943637916311,0.263877028181042,0.7935,0.40738534842168,0.0547945205479452,0.00840950639853748,0.124793623683461,0.188313120176406,0.515426781519186,0.033266932583946,0.0599843099390502,0.141385932690937,0.00166666666666675,-0.416120906801008,0.216687817258883,0.153413821815154,-0.0536170212765958,0.00934579439252336,-0.0250315523769457,0.21325,0.243636363636364,0.217391304347826,4.75,-0.36629083550159,-0.378457059679767
4807552,"Benbrook city, Texas",PLACE,23215,761,72699,0.3969,461,2473,5082,2679,18258,1356,194,3073,9663,127,11919,28,1663,500,16564,5050,1601,0.78647426233039,0.0584105104458324,0.00835666594874004,0.115399526168426,0.8305,0.284821986258588,0.16688567674113,0.00234919036831949,0.0716347189317252,0.099009900990099,0.318017178929939,0.0163547319805204,0.060142478765184,0.0427693351027665,0.0124999999999999,-0.300455235204856,-0.136220747467691,0.0817632420902951,-0.00949598246895544,-0.569844789356985,0.0205714285714286,0.198,0.225806451612903,1.49019607843137,-0.548387096774194,0.10645375914837,0.474926253687316
4838896,"Kennedale city, Texas",PLACE,8197,303,77763,0.4068,620,1017,1363,1989,4716,762,553,734,2758,9,4041,0,332,100,5399,2166,632,0.575332438697084,0.0929608393314627,0.0674637062339881,0.242649749908503,0.812,0.348101265822785,0.0297029702970297,0,0.040502622910821,0.0461680517082179,0.266134880348078,-0.105521771444218,0.155646411955449,-0.0435083586469118,-0.000982318271119871,0.684782608695652,-0.0305052430886559,-0.131811487481591,0.530120481927711,1.17716535433071,1.75866851595007,0.14925,0.0731707317073171,Inf,0,-0.574358974358974,-0.545454545454545
4835576,"Hurst city, Texas",PLACE,38976,1189,63722,0.4275,2208,4674,6357,8955,23300,3651,1478,5173,13888,149,18823,297,4171,1740,25988,10118,2870,0.597803776683087,0.0936730295566502,0.0379207717569787,0.229756773399015,0.80975,0.266898954703833,0.125315391084945,0.0157785687722467,0.107014573070608,0.171970745206563,0.372479838709677,0.0814600853833255,0.0219192448872575,0.103085773479133,0.00375675041089455,-0.29344,-0.0231974921630094,-0.109088823461936,0.693413729128015,0.625962596259626,0.0898138006571742,0.1635,-0.17545748116254,2.54761904761905,2.19354838709677,-0.233553840499816,-0.313067508882748
4831928,"Haltom City city, Texas",PLACE,44223,1099,52709,0.3842,5254,8194,2647,20852,15942,2616,3887,6321,13910,183,20882,110,6928,3182,27016,12916,4291,0.360491147140628,0.059154738484499,0.0878954390249418,0.471519345137146,0.78375,0.354695875087392,0.166515013648772,0.00526769466526195,0.15666056124641,0.246361102508517,0.454421279654925,0.0294423961353243,0.0222843801289905,0.114464505609007,-0.0428500249128052,-0.124333333333333,0.173085182534001,-0.181370031837322,0.0886392009987516,0.357192737430168,0.179945676776822,0.178,-0.298294144767174,0.4296875,2.92857142857143,-0.0654256036692297,-0.0182042579450787
4824768,"Euless city, Texas",PLACE,55763,1378,65921,0.4033,3163,6817,12211,11865,28052,6872,6462,12232,21796,229,31118,359,5517,1636,38710,12842,4211,0.503057582985134,0.123235837383211,0.115883291788462,0.212775496296828,0.841,0.359059605794348,0.166182873730044,0.0115367311523877,0.0989365708444668,0.127394486840056,0.561203890622133,-0.0131127028619129,0.0591464225341412,0.11752252811225,-0.0521739130434783,0.0769492679605039,0.0710133542812254,-0.00746559105544351,0.281133482475764,0.061258006240762,0.132264529058116,0.205,0.0632911392405063,2.75409836065574,3.22352941176471,-0.2193292769209,-0.384962406015038
4877788,"Westover Hills town, Texas",PLACE,553,2,245833,0.5045,0,2,193,2,530,2,12,9,238,0,196,0,7,0,440,96,17,0.958408679927667,0.00361663652802893,0.0216998191681736,0.00361663652802893,0.3375,0,0,0,0.0126582278481013,0,0.0378151260504202,-0.519747899159664,-0.129133858267717,0.159863175277188,-0.174709635203664,0,-0.944444444444444,-0.156050955414013,Inf,5,-0.5,-0.13625,-1,0,-1,-0.872727272727273,-1
4815988,"Colleyville city, Texas",PLACE,26462,560,163509,0.439,86,1046,9569,1081,23111,498,1358,375,9311,0,12679,13,1013,260,18801,6190,1471,0.873365580832892,0.018819439195828,0.0513188723452498,0.0408510316680523,0.7875,0.324949014276003,0,0.00102531745405789,0.0382813090469352,0.0420032310177706,0.0402749436150789,-0.0273601116958436,0.105901036442661,0.00150971576329939,0.00641907381934898,-0.402777777777778,-0.109787234042553,0.198081907724209,0.418803418803419,-0.356092935040304,-0.376585928489043,0.1325,0.541935483870968,-1,0,1.38915094339623,0.733333333333333
4839916,"Krugerville city, Texas",PLACE,1699,16,99821,0.3179,40,238,340,83,1423,141,12,106,672,0,984,0,39,0,1288,284,127,0.837551500882872,0.0829899941141848,0.00706297822248381,0.0488522660388464,0.8775,0.31496062992126,0,0,0.0229546792230724,0,0.157738095238095,0.805597771023303,0.0598877105427324,-0.0520322886989554,-0.125927962606544,1.85714285714286,0.0127659574468085,0.00211267605633803,16.625,Inf,-0.431506849315069,0.1775,2.07692307692308,0,-1,0.392857142857143,-1
4838332,"Justin city, Texas",PLACE,3859,58,88500,0.4022,160,442,791,316,3364,20,18,232,1464,0,1959,7,270,105,2742,877,240,0.871728427053641,0.00518268981601451,0.00466442083441306,0.0818864990930293,0.83775,0.341666666666667,0,0.0035732516590097,0.0699663125161959,0.119726339794755,0.158469945355191,-0.383667063739671,0.164453832226916,0.0332170526345283,0.109823399558499,0.290322580645161,0.0137614678899083,0.17704688593422,0.818181818181818,0.384615384615385,0.0463576158940397,0.19425,-0.369230769230769,0,Inf,-0.247910863509749,0.129032258064516
4839928,"Krum city, Texas",PLACE,5014,105,74004,0.2984,198,593,1182,837,3819,103,55,331,1733,38,2733,0,210,0,3412,1318,284,0.761667331471879,0.0205424810530515,0.0109692859992022,0.166932588751496,0.84525,0.838028169014084,0.361904761904762,0,0.0418827283605904,0,0.190998268897865,0.0669288545401228,0.112244897959184,-0.134711172847301,-0.0846625766871166,0.0050761421319797,-0.0388978930307942,0.118956929387636,1.575,4,0.102766798418972,0.19525,4.53488372093023,Inf,0,0.304347826086957,-1
4841050,"Lakewood Village city, Texas",PLACE,562,7,108333,0.4387,9,82,108,25,522,0,5,6,198,0,290,3,36,9,434,88,40,0.928825622775801,0,0.00889679715302491,0.0444839857651246,0.80275,0.4,0,0.0103448275862069,0.0640569395017794,0.102272727272727,0.0303030303030303,-0.606060606060606,-0.0816993464052288,0.0699555555555556,0.12573774698486,-0.1,0.64,0.0718685831622177,-1,-0.5,-0.715909090909091,0.131,-0.238095238095238,0,Inf,-0.446153846153846,-0.71875
4840516,"Lake Dallas city, Texas",PLACE,8016,311,64073,0.3698,610,1378,951,2433,4826,367,109,714,2870,0,3987,0,976,125,5319,2185,512,0.602045908183633,0.0457834331337325,0.0135978043912176,0.303517964071856,0.755,0.2265625,0,0,0.121756487025948,0.05720823798627,0.248780487804878,-0.356262918561389,0.0971803996715029,-0.128456290463606,0.063254744105808,1.65217391304348,-0.0450450450450451,-0.140363377271108,1.13372093023256,0.415584415584416,0.760492040520984,0.0820000000000001,-0.442307692307692,-1,-1,1.6449864498645,1.65957446808511
