GEOID,NAME,TYPE,tot_popE_19,pop_3t4E_19,med_incE_19,giniE_19,less_hsE_19,hs_degE_19,ba_degE_19,his_popE_19,wh_popE_19,bl_popE_19,as_popE_19,rohhE_19,thhE_19,es_3t4E_19,empE_19,emp_pubtrE_19,pop_bpE_19,bp_u18E_19,pop_o25E_19,pop_u18E_19,pop_18t24E_19,wh_per_19,bl_per_19,as_per_19,his_per_19,emp_r_19,hs_18t24_per_19,es_3t4_per_19,emp_pubtr_per_19,bp_per_19,cbp_per_19,rohh_per_19,per_rohh,per_tot_pop,per_med_inc,per_gini,per_less_hs,per_hs_deg,per_wh,per_bl,per_as,per_his,per_emp_r,per_hs_18t24,per_es_3t4,per_emp_pubtr,per_bp,per_cbp
4829840,"Glenn Heights city, Texas",PLACE,12802,320,68739,0.3881,1417,1848,1649,4413,2187,5812,56,784,3783,90,5837,42,1909,746,7690,3827,1285,0.170832682393376,0.453991563818153,0.00437431651304484,0.344711763786908,0.79725,0.683268482490272,0.28125,0.00719547712866199,0.149117325417903,0.1949307551607,0.207242928892413,-0.287121834642476,0.0969068631651101,0.0268496559092368,0.0618331053351573,1.44732297063903,0.0602409638554217,-0.242203742203742,-0.104468412942989,-0.325301204819277,1.4847972972973,0.2065,2.19272727272727,21.5,-0.848920863309353,0.432108027006752,0.292894280762565
4824348,"Ennis city, Texas",PLACE,19559,701,57619,0.3978,2412,2657,1495,9018,7094,2955,32,2462,6557,149,9156,0,2902,1392,11892,5407,2260,0.362697479421238,0.151081343626975,0.00163607546398078,0.461066516693083,0.789,0.297345132743363,0.212553495007133,0,0.148371593639757,0.257444054004069,0.375476589903919,-0.19451331546802,0.0473920959623005,0.222691614931611,-0.106067415730337,0.186424003935071,0.0033987915407855,-0.221124286341678,0.345628415300546,-0.724137931034483,0.310565324807441,0.193,-0.190361445783133,4.96,0,-0.3291724456773,-0.215774647887324
4802044,"Alma town, Texas",PLACE,318,4,63958,0.4327,33,39,28,88,223,0,0,4,107,0,147,0,19,0,236,50,32,0.70125786163522,0,0,0.276729559748428,0.86625,0.25,0,0,0.059748427672956,0,0.0373831775700935,-0.744819179195449,-0.228155339805825,0.172332383853714,0.272272860923258,-0.645161290322581,-0.025,-0.145593869731801,0,0,-0.393103448275862,0.23425,1,0,0,-0.269230769230769,-1
4829036,"Garrett town, Texas",PLACE,805,16,44375,0.3677,140,77,18,526,254,13,0,98,223,0,315,0,250,139,367,316,122,0.315527950310559,0.0161490683229814,0,0.653416149068323,0.694,0.80327868852459,0,0,0.31055900621118,0.439873417721519,0.439461883408072,-0.0182988572255171,-0.152631578947368,0.131494587694847,-0.0900767136847315,-0.130434782608696,-0.506410256410256,-0.0830324909747293,-0.566666666666667,-1,-0.148867313915858,0.05025,0.53125,-1,0,-0.277456647398844,-0.227777777777778
4854744,"Palmer town, Texas",PLACE,2279,62,56250,0.3354,263,437,112,943,1162,56,2,207,717,8,1016,12,288,163,1391,733,155,0.50987275120667,0.0245721807810443,0.000877577885037297,0.413777972795086,0.731,0.296774193548387,0.129032258064516,0.0118110236220472,0.126371215445371,0.22237380627558,0.288702928870293,0.1267662881052,-0.0289731572219855,0.103179982490327,-0.136012364760433,0.301980198019802,0.203856749311295,-0.157971014492754,1.54545454545455,Inf,0.0740318906605923,0.0782500000000002,-0.553398058252427,-0.333333333333333,Inf,-0.0649350649350649,0.0124223602484472
4830464,"Grand Prairie city, Texas",PLACE,192565,5848,67388,0.3949,18656,27869,24189,91437,41044,42829,12757,22753,60988,829,95743,378,21688,9183,118740,54462,19363,0.213143613844676,0.222413211123517,0.0662477604964557,0.474837068003012,0.81075,0.326602282704126,0.141757865937073,0.00394806931055012,0.112626905200841,0.16861297785612,0.37307339148685,-0.0252495903438618,0.0631021061639109,0.127589567303316,-0.0285362853628536,0.0403747490519741,0.0822072072072072,-0.188067496191965,0.162504750013571,0.0901555289694069,0.165069697510257,0.19075,0.071501186038631,-0.130115424973767,0.0677966101694915,-0.222708049602179,-0.233024304685542
4847268,"Maypearl city, Texas",PLACE,938,25,68000,0.3121,9,175,37,163,706,24,38,126,280,0,413,0,46,19,530,330,78,0.752665245202559,0.0255863539445629,0.0405117270788913,0.173773987206823,0.79825,0.487179487179487,0,0,0.0490405117270789,0.0575757575757576,0.45,0.388414634146341,0.286694101508916,0.048334381667715,-0.0028753993610224,-0.830188679245283,0.121794871794872,0.337121212121212,-0.612903225806452,Inf,0.172661870503597,0.195,1.11111111111111,0,0,-0.292307692307692,-0.296296296296296
4848408,"Milford town, Texas",PLACE,782,9,47917,0.4274,78,158,33,53,520,171,0,104,241,0,322,0,117,37,506,217,59,0.664961636828645,0.218670076726343,0,0.0677749360613811,0.731,1.05084745762712,0,0,0.149616368286445,0.170506912442396,0.431535269709544,0.241862609497464,0.0846047156726768,0.35863524597601,0.00849457291175081,0.164179104477612,-0.0650887573964497,0.444444444444444,0.449152542372881,0,-0.721052631578947,0.12525,5.2,0,0,-0.0564516129032258,-0.177777777777778
4861796,"Richardson city, Texas",PLACE,116432,3369,85678,0.4339,4494,7411,33422,20773,61319,12303,18383,17672,42747,470,59201,1708,12374,3111,77526,25787,13119,0.526650748935001,0.105666826989144,0.157886148137969,0.178413151023774,0.80925,0.230962725817517,0.139507272187593,0.0288508640056756,0.106276624982823,0.120642184046225,0.41340912812595,0.0449690013867671,0.122214511527489,0.11799040969407,-0.00481651376146787,0.0185856754306437,-0.103977753596905,0.0529216820921407,0.433414889898637,0.15856809730888,0.204790627537409,0.14625,0.261448792672773,1.62569832402235,0.435294117647059,0.141723565233438,0.147547030616009
4830644,"Grapevine city, Texas",PLACE,53317,1047,91143,0.4213,2067,4487,14826,11506,34504,2095,3584,9749,20647,156,30987,37,3000,842,36177,12130,5010,0.647148189132922,0.0392932835680927,0.0672205863045558,0.215803589849391,0.86,0.192415169660679,0.148997134670487,0.0011940491173718,0.0562672318397509,0.0694146743610882,0.472175134402092,0.122510956572808,0.0954572538061679,0.111425724232088,-0.0500563697857948,-0.00096665055582407,-0.0393919931492186,0.000550964187327824,1.2358591248666,0.781312127236581,0.206712113266911,0.154,-0.0203252032520325,3.10526315789474,-0.229166666666667,-0.517452147337944,-0.699714693295293
4863572,"Rowlett city, Texas",PLACE,63793,1758,101085,0.3556,2100,8000,13087,12542,33921,10618,4661,2974,21161,121,33837,503,4020,1413,43697,15878,4218,0.531735456868309,0.166444594234477,0.0730644428072046,0.196604643142665,0.8245,0.634898055950688,0.0688282138794084,0.0148653840470491,0.0630163184048407,0.0889910568081622,0.140541562308019,0.00392330868245149,0.108826392268651,0.121703964696702,0.0446533490011752,-0.242970439798125,0.1572399826414,0.0466860034559368,0.318023833167825,0.162054350536026,0.0655904842820731,0.16475,0.784143904063957,1.28301886792453,0.164351851851852,0.233885819521179,0.413
4805372,"Balch Springs city, Texas",PLACE,25190,896,51446,0.3802,5074,3103,834,14363,4840,5712,247,2586,6665,208,11031,152,4798,2382,13948,8600,2642,0.192139737991266,0.226756649464073,0.00980547836443033,0.570186581976975,0.786,0.582891748675246,0.232142857142857,0.0137793491070619,0.190472409686383,0.276976744186047,0.387996999249812,-0.113113547554915,0.0201271615437573,0.194642754305692,-0.108348968105066,0.369870410367171,-0.148930334613275,-0.0835069115697785,0.0245739910313901,4.04081632653061,0.0770903637045369,0.277,0.372549019607843,0.0833333333333333,1.05405405405405,-0.234768740031898,-0.196356275303644
4820092,"DeSoto city, Texas",PLACE,53090,1514,71578,0.4064,2742,6086,7989,9629,6763,35418,257,7068,19357,221,26091,337,5327,2358,35571,14160,3359,0.127387455264645,0.667131286494632,0.00484083631569034,0.181371256357129,0.84025,0.536469187258113,0.145970937912814,0.0129163313019815,0.100339046901488,0.166525423728814,0.36513922611975,0.0362956811646026,0.0443181147589354,0.16455388107617,-0.0484664013111683,0.453870625662778,0.0406976744186047,-0.179745300181928,0.0204563789328109,0.297979797979798,0.439097294873711,0.2115,0.491721854304636,1.02752293577982,-0.22883295194508,-0.114086146682189,0.166172106824926
4819000,"Dallas city, Texas",PLACE,1330612,41837,52580,0.5373,163830,159713,242362,556296,385427,318698,44741,303632,513443,6543,662537,24912,249307,96696,866043,333065,131504,0.289661449017445,0.239512344695524,0.0336243773541799,0.418075291670299,0.7845,0.341099890497627,0.156392666778211,0.037600918892077,0.187362657183311,0.290321708975725,0.591364572114139,0.0368341402627201,0.0722224684424066,0.122839207204622,-0.000929713648196253,-0.0582750850731169,0.0662959080803563,0.0607625175795172,0.0571782087898601,0.217707256001306,0.0741357904309897,0.19775,0.2058388666362,0.141685569708602,0.0421250784354737,-0.153896277994794,-0.191626678259125
4815796,"Cockrell Hill city, Texas",PLACE,4240,138,44777,0.3632,945,612,187,3933,262,25,0,492,1133,29,1920,67,524,210,2664,1245,331,0.0617924528301887,0.00589622641509434,0,0.927594339622642,0.76525,0.610271903323263,0.210144927536232,0.0348958333333333,0.123584905660377,0.168674698795181,0.434245366284201,-0.00351117911638536,-0.00632763065385517,0.059306195487498,0.0619883040935672,-0.0816326530612245,-0.0865671641791045,-0.357843137254902,-0.840764331210191,-1,0.0807914262159934,0.2775,0.270440251572327,0.8125,0.595238095238095,-0.589984350547731,-0.686567164179104
4827000,"Fort Worth city, Texas",PLACE,874401,28315,62187,0.4575,79738,115439,137760,306888,342535,161982,39386,126740,297498,3403,412304,3226,124373,48074,546267,242389,85745,0.391736743210495,0.185249101956654,0.0450434068579519,0.350969406485125,0.781,0.361840340544638,0.120183648242981,0.00782432379991463,0.142237943460723,0.19833408281729,0.426019670720475,0.00809533698850931,0.123081586440835,0.0969396394794551,-0.000873553177549587,0.03460445563182,0.166627926953745,0.0746802956715987,0.11458060964701,0.380318216864092,0.151670719625327,0.201,0.271453159577084,0.215357142857143,-0.0326836581709145,-0.155396044982887,-0.184993049198115
4832720,"Haslet city, Texas",PLACE,1626,21,142656,0.3942,25,143,402,128,1444,15,28,28,575,7,836,0,28,0,1151,357,118,0.888068880688807,0.00922509225092251,0.017220172201722,0.0787207872078721,0.8305,0.406779661016949,0.333333333333333,0,0.017220172201722,0,0.0486956521739131,-0.455403726708075,0.0634401569653368,0.48414481897628,0.0862496555524938,-0.509803921568627,-0.0137931034482759,0.227891156462585,-0.772727272727273,Inf,-0.410138248847926,0.2105,7,Inf,-1,-0.508771929824562,-1
4801240,"Addison town, Texas",PLACE,15302,170,74986,0.4161,414,1169,5851,3760,6829,2144,1581,6653,8279,28,10477,189,1523,369,11690,2241,1371,0.446281531825905,0.140112403607372,0.103319827473533,0.245719513789047,0.8905,0.291757840991977,0.164705882352941,0.0180395151283764,0.0995294732714678,0.164658634538153,0.803599468534847,0.0404298091433019,0.0485130875702344,0.148463038928832,-0.136721991701245,-0.392070484581498,0.0156385751520417,-0.132825396825397,0.506676036542516,0.205030487804878,0.0200759631036354,0.18525,1.22222222222222,-0.243243243243243,-0.21900826446281,-0.174078091106291,-0.299810246679317
4847892,"Mesquite city, Texas",PLACE,143456,4572,57824,0.3857,14060,20768,12331,59875,39353,36790,3921,19154,46816,731,66466,337,18223,7155,86900,41815,14741,0.274321046174437,0.256454940887798,0.0273324224849431,0.417375362480482,0.782,0.338104606200393,0.159886264216973,0.0050702614870761,0.127028496542494,0.17111084539041,0.409133629528366,-0.00781523744340364,0.00634154554127617,0.074317088523401,-0.0272383354350568,0.0666868978074501,-0.00759784011086157,-0.26158667016925,0.102454226723802,-0.121049092131809,0.218953583061889,0.13825,0.112003569834895,0.522916666666667,-0.412891986062718,-0.166186227407916,-0.3022915650902
4874492,"University Park city, Texas",PLACE,25036,685,224485,0.5032,49,334,10133,1428,20983,376,1664,1365,7689,28,10784,48,877,132,13694,6963,4379,0.83811311711136,0.0150183735420994,0.0664642914203547,0.0570378654737179,0.73425,0.246174925782142,0.0408759124087591,0.00445103857566766,0.0350295574372903,0.018957345971564,0.17752633632462,-0.264299738853105,0.0536593577711376,0.17541949309802,0.02442996742671,-0.26865671641791,0.0705128205128205,-0.0232287496508705,1.22485207100592,1.30790568654646,0.377049180327869,0.05225,0.256410256410256,2.11111111111111,0.5,-0.204174228675136,0.0393700787401575
4877620,"Westlake town, Texas",PLACE,983,27,227083,0.5687,8,31,384,60,774,4,105,49,342,3,400,0,70,19,631,264,88,0.787385554425229,0.00406917599186165,0.106815869786368,0.0610376398779247,0.82875,0.227272727272727,0.111111111111111,0,0.0712105798575788,0.071969696969697,0.14327485380117,1.67697753154817,-0.160546541417592,-0.158955216030988,0.0936538461538461,-0.333333333333333,-0.184210526315789,-0.226773226773227,0.333333333333333,0.0824742268041237,0.153846153846154,0.3865,3,-0.625,0,0.320754716981132,0
4861604,"Reno city (Parker and Tarrant Counties), Texas",PLACE,2962,33,60199,0.4548,272,548,171,268,2590,27,3,322,1009,0,1178,0,506,157,2065,626,271,0.87440918298447,0.00911546252532073,0.00101282916948008,0.0904794058068872,0.6405,0.678966789667897,0,0,0.170830519918974,0.250798722044728,0.319127849355798,0.628125315276286,0.161113288906311,-0.00166899835554585,0.216042780748663,1.125,0.311004784688995,0.106837606837607,0.35,Inf,1.3304347826087,0.0952500000000001,0.719626168224299,0,0,0.47093023255814,0.330508474576271
4873710,"Trophy Club town, Texas",PLACE,11949,361,147477,0.3481,150,503,4591,692,10184,248,566,354,3988,51,6141,0,344,49,7909,3483,557,0.852288894468156,0.0207548748849276,0.0473679805841493,0.0579127960498787,0.80425,0.244165170556553,0.141274238227147,0,0.0287890200016738,0.0140683318977893,0.0887662988966901,0.210816333297413,0.264310654957147,0.0719185639313435,-0.0918340725280458,0.744186046511628,0.263819095477387,0.274912368552829,1.43137254901961,0.97212543554007,-0.148831488314883,0.0937499999999999,2.02222222222222,0.457142857142857,-1,0.463829787234043,-0.371794871794872
4857476,"Pilot Point city, Texas",PLACE,4364,34,60158,0.3323,355,510,474,1092,2931,188,0,768,1718,24,2030,0,386,179,2806,1053,505,0.671631530705775,0.0430797433547204,0,0.250229147571036,0.9035,0.0831683168316832,0.705882352941177,0,0.0884509624197984,0.169990503323837,0.447031431897555,0.606042193134388,0.100075623897152,0.0993931206697163,-0.116458388726403,-0.429260450160772,0.11353711790393,0.324446452779033,30.3333333333333,0,-0.307545973367153,0.236,-0.461538461538462,-0.454545454545455,0,-0.140311804008909,0.772277227722772
4862504,"Roanoke city, Texas",PLACE,8341,263,97833,0.3767,410,1001,1879,1671,5535,330,579,1096,2776,21,4564,0,480,97,5502,2029,810,0.663589497662151,0.0395636014866323,0.0694161371538185,0.200335691164129,0.82875,0.296296296296296,0.0798479087452472,0,0.0575470567078288,0.0478068013799901,0.394812680115274,-0.0623588362534659,0.285604192355117,0.484774809229817,0.0545912653975363,2.59649122807018,0.566510172143975,0.16013414378537,0.80327868852459,0.904605263157895,0.894557823129252,0.0424999999999999,0.690140845070423,Inf,0,0.259842519685039,-0.217741935483871
4852212,"Northlake town, Texas",PLACE,2726,163,91913,0.3737,40,205,702,231,2172,138,84,652,1049,0,1611,0,148,48,1733,793,200,0.796771826852531,0.0506236243580338,0.0308143800440205,0.0847395451210565,0.9155,0.13,0,0,0.0542920029347029,0.0605296343001261,0.621544327931363,-0.117591588415933,0.131120331950207,0.377677172105249,-0.0026688017080331,-0.0909090909090909,-0.138655462184874,0.04725168756027,2.13636363636364,4.6,-0.072289156626506,0.24175,0.733333333333333,-1,-1,0.436893203883495,1.08695652173913
4858664,"Ponder town, Texas",PLACE,2369,54,85722,0.3217,129,351,377,390,1629,183,16,119,750,5,1032,0,124,13,1450,840,79,0.68763191219924,0.0772477838750528,0.00675390460109751,0.164626424651752,0.848,0.10126582278481,0.0925925925925926,0,0.0523427606585057,0.0154761904761905,0.158666666666667,0.828444444444445,0.542317708333333,-0.0868043970429005,0.023544384346166,0.433333333333333,0.290441176470588,0.384027187765506,1.47297297297297,7,1.53246753246753,0.2605,-0.555555555555556,-0.5,0,3.59259259259259,3.33333333333333
4850772,"Newark city, Texas",PLACE,1290,31,54792,0.3975,174,233,71,482,766,4,2,129,369,0,614,0,267,154,839,347,104,0.593798449612403,0.00310077519379845,0.00155038759689922,0.373643410852713,0.785,0.923076923076923,0,0,0.206976744186047,0.443804034582133,0.349593495934959,0.636920133907221,-0.014514896867838,-0.101221795076207,-0.160329531051964,0.567567567567568,0.0938967136150235,-0.284780578898226,0.333333333333333,0,1.33980582524272,0.173,0.846153846153846,-1,0,0.176211453744493,0.855421686746988
4864220,"St. Paul town, Texas",PLACE,865,16,113125,0.4605,26,98,196,171,622,11,14,23,280,0,428,0,80,29,576,241,48,0.719075144508671,0.0127167630057803,0.0161849710982659,0.197687861271676,0.78575,0.458333333333333,0,0,0.092485549132948,0.120331950207469,0.0821428571428571,-0.260714285714286,-0.318897637795276,0.16513203971491,0.418232214351709,-0.633802816901409,-0.19672131147541,-0.282583621683968,-0.853333333333333,-0.892307692307692,0.00588235294117647,0.216,0.833333333333333,0,0,-0.354838709677419,-0.462962962962963
4810192,"Briar CDP, Texas",PLACE,5241,160,62123,0.4083,410,1154,510,776,4342,0,0,362,1952,42,2606,14,389,113,3878,949,414,0.828467849647014,0,0,0.148063346689563,0.87625,0.594202898550725,0.2625,0.00537221795855718,0.074222476626598,0.119072708113804,0.185450819672131,0.124034710874493,0.125886143931257,0.290206946510919,-0.290653231410702,0.353135313531353,0.286510590858417,0.0289099526066351,-1,0,1.70383275261324,0.3495,0.587096774193548,Inf,Inf,-0.492829204693611,-0.261437908496732
4810336,"Bristol CDP, Texas",PLACE,572,0,78984,0.3286,102,173,16,74,449,33,0,74,203,0,247,0,128,34,486,67,19,0.784965034965035,0.0576923076923077,0,0.129370629370629,0.80575,0,0,0,0.223776223776224,0.507462686567164,0.364532019704434,0.0585449033724896,0.667638483965015,0.0166161602120343,0.415159345391904,6.28571428571429,0.901098901098901,0.309037900874636,Inf,0,Inf,0.26225,0,0,0,Inf,Inf
4823356,"Elmo CDP, Texas",PLACE,1391,0,77786,0.2687,98,623,0,38,944,409,0,126,385,0,737,0,12,0,1020,262,109,0.678648454349389,0.294033069734004,0,0.0273184759166068,0.71425,0.752293577981651,0,0,0.00862688713156003,0,0.327272727272727,-0.25833878351864,0.341369334619094,1.22029267468399,-0.208775029446408,-0.294964028776978,3.01935483870968,-0.0896817743490839,Inf,0,Inf,0.16475,Inf,0,0,-0.796610169491525,0
4841404,"Lantana CDP, Texas",PLACE,9462,285,147656,0.3298,90,581,3377,1059,7287,364,512,125,3038,76,4726,0,125,70,5985,3028,449,0.770133164235891,0.0384696681462693,0.0541111815683788,0.111921369689283,0.7415,0,0.266666666666667,0,0.0132107376875925,0.0231175693527081,0.0411454904542462,-0.557775424335232,0.179065420560748,-0.0425471762222607,0.0540108660914029,-0.217391304347826,0.622905027932961,0.149006622516556,-0.0162162162162162,6.64179104477612,0.131410256410256,0.1405,0,3.75,-1,1.23214285714286,Inf
4854868,"Paloma Creek CDP, Texas",PLACE,3298,71,94190,0.3097,77,232,586,294,2127,803,34,292,1012,0,1628,6,139,50,1979,1183,136,0.644936325045482,0.243480897513645,0.0103092783505155,0.0891449363250455,0.833,0,0,0.00368550368550369,0.0421467556094603,0.0422654268808115,0.288537549407115,-0.234020483480008,0.0299812617114304,0.142473020461414,-0.156820038115982,0.571428571428571,-0.168458781362007,0.00235626767200754,2.37394957983193,Inf,-0.564444444444444,-0.03025,-1,0,Inf,-0.136645962732919,-0.519230769230769
4854872,"Paloma Creek South CDP, Texas",PLACE,7986,302,113117,0.3286,219,615,2388,751,4720,1624,234,396,2657,48,4454,0,447,168,5081,2483,422,0.591034310042574,0.20335587277736,0.0293012772351615,0.0940395692461808,0.87525,0.218009478672986,0.158940397350993,0,0.0559729526671675,0.067660088602497,0.149040270982311,0.855044926207015,0.891968727789623,-0.0895676104121716,0.255636224684754,2.77586206896552,2.17010309278351,1.49471458773784,0.139649122807018,8.75,0.190174326465927,0.0425,0.703703703703704,1.66666666666667,-1,1.15942028985507,1.21052631578947
4856462,"Pecan Acres CDP, Texas",PLACE,5259,159,103563,0.5101,296,508,1037,597,4530,0,56,138,1607,0,1993,0,761,344,3266,1619,374,0.861380490587564,0,0.0106484122456741,0.113519680547633,0.625,0.459893048128342,0,0,0.144704316409964,0.212476837554046,0.0858742999377722,-0.446146847039998,-0.0135059088351154,-0.0914789935605308,0.252086401570938,1.1294964028777,-0.478974358974359,0.00554938956714761,-1,3.30769230769231,-0.0583596214511041,-0.0285,0.0117647058823529,0,0,3.11351351351351,5.74509803921569
4856498,"Pecan Plantation CDP, Texas",PLACE,6243,101,84420,0.3955,43,488,1054,93,5875,0,63,115,2566,0,2149,0,207,45,5153,757,333,0.941053980458113,0,0.0100913022585296,0.0148966842864008,0.72775,0.312312312312312,0,0,0.0331571359923114,0.059445178335535,0.0448168355416991,-0.421195336727417,0.113429641519529,-0.0803921568627451,0.0643164693218516,-0.792270531400966,0.297872340425532,0.140112555792742,0,Inf,-0.762148337595908,0.13325,1.47619047619048,0,0,-0.215909090909091,-0.4
4861568,"Rendon CDP, Texas",PLACE,13150,336,79375,0.4617,900,1789,2042,2908,9372,718,14,743,4443,30,5689,2,1179,478,8754,3664,732,0.712699619771863,0.0546007604562738,0.00106463878326996,0.221140684410646,0.73025,0.519125683060109,0.0892857142857143,0.00035155563367903,0.0896577946768061,0.130458515283843,0.1672293495386,-0.0434481206392077,-0.0431492396128938,0.100493686667022,0.0769769069279216,-0.141221374045802,-0.131553398058252,-0.0784660766961652,0.24006908462867,-0.909677419354839,0.142183817753339,0.16775,0.0857142857142857,0.111111111111111,-0.945945945945946,-0.200135685210312,-0.103189493433396
4866000,"Savannah CDP, Texas",PLACE,5953,164,103006,0.3489,71,475,1515,785,4350,438,84,447,2032,17,3250,0,483,284,3658,1915,380,0.730724004703511,0.0735763480598018,0.0141105325046195,0.131866285906266,0.9365,0.136842105263158,0.103658536585366,0,0.0811355619015622,0.148302872062663,0.21998031496063,0.0650148288182039,0.446658566221142,-0.0264683121607251,0.220783764870539,-0.0657894736842105,0.422155688622755,0.3857916533928,1.80769230769231,0.166666666666667,0.303986710963455,0.27675,0.0833333333333333,-0.227272727272727,0,4.81927710843374,3.89655172413793
4873562,"Travis Ranch CDP, Texas",PLACE,4265,251,105543,0.3197,190,439,729,905,2538,677,96,134,1226,0,2168,0,64,0,2462,1510,293,0.595076201641266,0.15873388042204,0.0225087924970692,0.212192262602579,0.90975,0.279863481228669,0,0,0.0150058616647128,0,0.109298531810767,0.217126860411254,0.530319339791891,0.0372772335028074,0.314015618577887,0.666666666666667,0.540350877192982,0.915471698113208,0.956647398843931,-0.0495049504950495,-0.0802845528455285,0.23175,1,-1,0,-0.750972762645914,-1
4877680,"Westminster CDP, Texas",PLACE,956,0,0,0.5258,91,203,66,477,472,0,7,119,328,0,507,0,383,135,595,213,148,0.493723849372385,0,0.00732217573221757,0.498953974895398,0.743,1,0,0,0.400627615062762,0.633802816901409,0.362804878048781,4.59756097560976,0.359886201991465,0,0.190670289855073,-0.247933884297521,1.47560975609756,-0.290225563909774,0,Inf,11.5526315789474,0.255,0.922077922077922,0,0,6.36538461538462,Inf
