GEOID,NAME,tot_popE,tot_popM,pop_u18E,pop_u18M,pop_bpE,pop_bpM,bp_u18E,bp_u18M,cbp_perE,cbp_perM,year
48113004300,"Census Tract 43, Dallas County, Texas",1777,232,,,11.5,3.7,72,53,17.6,12.7,2015
48113004400,"Census Tract 44, Dallas County, Texas",3389,302,,,5.6,3.4,0,13,0,5.1,2015
48113004500,"Census Tract 45, Dallas County, Texas",5728,581,,,12,3.2,266,210,18.5,13.3,2015
48113004600,"Census Tract 46, Dallas County, Texas",1559,284,,,6.8,4.5,0,13,0,13.8,2015
48113004700,"Census Tract 47, Dallas County, Texas",3708,460,,,12.1,2.9,632,274,57.7,13.9,2015
48113004800,"Census Tract 48, Dallas County, Texas",2838,305,,,12.9,2.8,527,171,51.5,13.1,2015
48113004900,"Census Tract 49, Dallas County, Texas",4410,643,,,7.8,2.2,1073,498,72,13.4,2015
48113005000,"Census Tract 50, Dallas County, Texas",4425,543,,,7.2,2.9,579,303,42.8,19,2015
48113005100,"Census Tract 51, Dallas County, Texas",3048,301,,,7.6,3.2,314,169,32.4,15.9,2015
48113005200,"Census Tract 52, Dallas County, Texas",4300,493,,,7.4,3.1,379,197,33.2,15.2,2015
48113005300,"Census Tract 53, Dallas County, Texas",7224,601,,,11.6,3.2,1023,394,44.6,13.6,2015
48113005400,"Census Tract 54, Dallas County, Texas",5224,595,,,8.7,3.1,563,242,38.4,13.6,2015
48113005500,"Census Tract 55, Dallas County, Texas",4072,583,,,6.1,3.8,725,404,53.7,19.9,2015
48113005600,"Census Tract 56, Dallas County, Texas",7965,741,,,12.1,2.2,1300,397,46.1,11.9,2015
48113005700,"Census Tract 57, Dallas County, Texas",4645,565,,,5.7,2.7,634,271,43.7,15.5,2015
48113005901,"Census Tract 59.01, Dallas County, Texas",5047,384,,,9.7,3,485,168,45.2,13.3,2015
48113005902,"Census Tract 59.02, Dallas County, Texas",4231,517,,,6.4,2.5,672,240,59.5,14.7,2015
48113006001,"Census Tract 60.01, Dallas County, Texas",4533,545,,,14.3,2.8,673,306,44.5,17.6,2015
48113006002,"Census Tract 60.02, Dallas County, Texas",5657,487,,,22.3,4.1,884,319,53.2,13.5,2015
48113006100,"Census Tract 61, Dallas County, Texas",4296,471,,,10.6,2.5,250,159,19.5,10.7,2015
48113006200,"Census Tract 62, Dallas County, Texas",6312,696,,,12.3,2.7,1019,353,44.4,13.7,2015
48113006301,"Census Tract 63.01, Dallas County, Texas",5691,505,,,11.2,3.7,562,312,35.2,14.9,2015
48113006302,"Census Tract 63.02, Dallas County, Texas",4388,504,,,14.4,3.7,409,210,37.9,18.1,2015
48113006401,"Census Tract 64.01, Dallas County, Texas",2612,210,,,12.4,2.9,150,70,18.8,8.6,2015
48113006402,"Census Tract 64.02, Dallas County, Texas",5949,431,,,10.3,3,688,248,34,11,2015
48113006501,"Census Tract 65.01, Dallas County, Texas",6644,584,,,11.1,2.7,974,317,41.3,11.6,2015
48113006502,"Census Tract 65.02, Dallas County, Texas",4258,354,,,14,2.2,273,124,21.6,9.9,2015
48113006700,"Census Tract 67, Dallas County, Texas",7912,696,,,10,2.4,982,391,39.6,12.8,2015
48113006800,"Census Tract 68, Dallas County, Texas",5766,626,,,15.5,3.4,771,334,47.2,14.4,2015
48113006900,"Census Tract 69, Dallas County, Texas",3512,355,,,10.3,3.1,844,287,72.4,13.8,2015
48113007101,"Census Tract 71.01, Dallas County, Texas",2091,180,,,2.9,2.2,0,13,0,8.1,2015
48113007102,"Census Tract 71.02, Dallas County, Texas",5606,635,,,9.7,3.3,84,98,8.1,9.3,2015
48113007201,"Census Tract 72.01, Dallas County, Texas",8474,842,,,11.9,3.4,1129,426,41.1,13.3,2015
48113007202,"Census Tract 72.02, Dallas County, Texas",8104,777,,,11.8,4.5,1125,419,48.9,13.7,2015
48113007301,"Census Tract 73.01, Dallas County, Texas",2068,144,,,5.7,2.7,0,13,0,7,2015
48113007302,"Census Tract 73.02, Dallas County, Texas",4779,399,,,2.6,1.5,234,192,19.4,15.3,2015
48113007601,"Census Tract 76.01, Dallas County, Texas",1983,217,,,6,2.4,0,13,0,10.2,2015
48113007604,"Census Tract 76.04, Dallas County, Texas",3180,268,,,7.4,2.2,6,11,0.7,1.3,2015
48113007605,"Census Tract 76.05, Dallas County, Texas",1789,130,,,3.1,1.6,18,29,5.3,8.3,2015
48113007700,"Census Tract 77, Dallas County, Texas",5092,448,,,2.6,1.7,0,18,0,5.5,2015
48113007801,"Census Tract 78.01, Dallas County, Texas",2179,159,,,5.7,4.3,16,17,7.2,7.7,2015
48113007804,"Census Tract 78.04, Dallas County, Texas",5208,661,,,20,5.8,232,158,26.1,16,2015
48113007805,"Census Tract 78.05, Dallas County, Texas",3131,300,,,5.4,1.7,78,94,20.8,22.4,2015
48113007809,"Census Tract 78.09, Dallas County, Texas",2271,207,,,1.4,1.4,69,62,15.9,12.4,2015
48113007810,"Census Tract 78.10, Dallas County, Texas",3928,400,,,7.9,3.5,148,120,16.3,12.3,2015
48113007811,"Census Tract 78.11, Dallas County, Texas",5684,607,,,15.4,5.9,805,400,54.8,19.3,2015
48113007812,"Census Tract 78.12, Dallas County, Texas",2893,124,,,3.2,2.3,13,20,2,3.1,2015
48113007815,"Census Tract 78.15, Dallas County, Texas",5014,508,,,11,3.1,1425,262,74.5,8.6,2015
48113007818,"Census Tract 78.18, Dallas County, Texas",5743,610,,,10.2,3.5,1024,461,60.8,16.5,2015
48113007819,"Census Tract 78.19, Dallas County, Texas",2321,388,,,10.3,3.7,275,208,59.8,25.7,2015
48113007820,"Census Tract 78.20, Dallas County, Texas",6080,758,,,11.5,3.6,1072,431,56,15,2015
48113007821,"Census Tract 78.21, Dallas County, Texas",3359,541,,,12.6,4,492,283,57.1,21.9,2015
48113007822,"Census Tract 78.22, Dallas County, Texas",1316,171,,,13.8,6.1,56,63,59.6,33.2,2015
48113007823,"Census Tract 78.23, Dallas County, Texas",1444,181,,,11.1,5.1,302,86,77.4,13.2,2015
48113007824,"Census Tract 78.24, Dallas County, Texas",1829,100,,,3.6,1.9,0,13,0,8.5,2015
48113007825,"Census Tract 78.25, Dallas County, Texas",5997,785,,,9.4,4.1,914,496,47.7,17.8,2015
48113007826,"Census Tract 78.26, Dallas County, Texas",353,117,,,10.2,8.4,0,13,0,60.2,2015
48113007827,"Census Tract 78.27, Dallas County, Texas",2596,355,,,11.9,4.1,246,171,40.2,20.6,2015
48113007902,"Census Tract 79.02, Dallas County, Texas",4794,382,,,3.5,2.6,62,67,8.7,9,2015
48113007903,"Census Tract 79.03, Dallas County, Texas",2197,157,,,15.3,6.1,0,13,0,14.1,2015
48113007906,"Census Tract 79.06, Dallas County, Texas",2328,165,,,2.4,1.5,0,13,0,6.7,2015
48113007909,"Census Tract 79.09, Dallas County, Texas",2124,200,,,20.9,6.1,0,13,0,20.6,2015
48113007910,"Census Tract 79.10, Dallas County, Texas",3149,250,,,23,7.3,21,33,13.2,21,2015
48113007911,"Census Tract 79.11, Dallas County, Texas",2981,350,,,27.5,7.9,11,18,7.9,12.8,2015
48113007912,"Census Tract 79.12, Dallas County, Texas",1909,156,,,19.2,5.8,0,13,0,31,2015
48113007913,"Census Tract 79.13, Dallas County, Texas",2802,329,,,11.5,5.3,125,122,34.6,32.8,2015
48113007914,"Census Tract 79.14, Dallas County, Texas",2669,307,,,44.2,8.3,0,13,0,42.6,2015
48113008000,"Census Tract 80, Dallas County, Texas",6926,473,,,2.1,1.1,0,18,0,2.2,2015
48113008100,"Census Tract 81, Dallas County, Texas",6490,541,,,7.2,3.9,38,52,3.4,4.4,2015
48113008200,"Census Tract 82, Dallas County, Texas",4043,295,,,4.2,1.8,389,140,42,13.5,2015
48113008400,"Census Tract 84, Dallas County, Texas",9175,870,,,9.4,2.9,1289,528,40.5,14.9,2015
48113008500,"Census Tract 85, Dallas County, Texas",5568,515,,,10.1,2.3,648,239,39.2,11.9,2015
48113008603,"Census Tract 86.03, Dallas County, Texas",942,175,,,10,4.4,264,134,76.1,21.1,2015
48113008604,"Census Tract 86.04, Dallas County, Texas",2860,353,,,9.3,4.2,516,212,64.5,15,2015
48113008701,"Census Tract 87.01, Dallas County, Texas",4221,565,,,10.7,3.3,889,324,60.8,12.9,2015
48113008703,"Census Tract 87.03, Dallas County, Texas",3163,461,,,13.8,3.8,512,221,58.6,18.1,2015
48113008704,"Census Tract 87.04, Dallas County, Texas",3402,503,,,9.3,3.2,394,286,45.9,23,2015
48113008705,"Census Tract 87.05, Dallas County, Texas",1358,167,,,13.4,4.5,56,39,23.4,15.2,2015
48113008801,"Census Tract 88.01, Dallas County, Texas",2711,231,,,7.9,3.2,377,154,67.8,15.5,2015
48113008802,"Census Tract 88.02, Dallas County, Texas",5932,697,,,11.1,4.4,1275,451,63.4,14.1,2015
48113008900,"Census Tract 89, Dallas County, Texas",2859,398,,,10.3,4.9,468,226,59.3,18.1,2015
48113009000,"Census Tract 90, Dallas County, Texas",8670,801,,,10.4,2.7,1486,511,45.6,12.4,2015
48113009101,"Census Tract 91.01, Dallas County, Texas",5765,566,,,11.2,3.9,958,422,45.1,16.8,2015
48113009103,"Census Tract 91.03, Dallas County, Texas",3576,357,,,8.9,3,600,246,51.3,15.5,2015
48113009104,"Census Tract 91.04, Dallas County, Texas",3848,300,,,15.4,2.2,560,196,47.3,12.6,2015
48113009105,"Census Tract 91.05, Dallas County, Texas",4102,400,,,16.5,4.4,408,253,33.1,18.7,2015
48113009201,"Census Tract 92.01, Dallas County, Texas",6349,627,,,11.2,2.9,829,337,41.2,13.8,2015
48113009202,"Census Tract 92.02, Dallas County, Texas",5840,530,,,9.3,3.9,978,353,44.5,14.1,2015
48113009301,"Census Tract 93.01, Dallas County, Texas",5704,567,,,12,3.7,885,391,43.4,15.3,2015
48113009303,"Census Tract 93.03, Dallas County, Texas",4076,360,,,9.9,3.6,536,245,43.6,18.1,2015
48113009304,"Census Tract 93.04, Dallas County, Texas",6203,748,,,8.5,2.9,2277,552,84.5,8.2,2015
48113009401,"Census Tract 94.01, Dallas County, Texas",3760,313,,,10.9,3.3,129,105,14.6,10.6,2015
48113009402,"Census Tract 94.02, Dallas County, Texas",2442,178,,,5.2,3.1,42,58,10,14.3,2015
48113009500,"Census Tract 95, Dallas County, Texas",2365,191,,,3.3,1.7,0,13,0,6.5,2015
48113009603,"Census Tract 96.03, Dallas County, Texas",4908,299,,,4.6,2,59,88,5.4,7.9,2015
48113009604,"Census Tract 96.04, Dallas County, Texas",4672,618,,,6.3,4.4,221,193,16.3,14.2,2015
48113009605,"Census Tract 96.05, Dallas County, Texas",3637,397,,,13.3,4.5,121,103,18.4,14.7,2015
48113009607,"Census Tract 96.07, Dallas County, Texas",3405,319,,,6.8,4.4,8,13,1.3,2.2,2015
48113009608,"Census Tract 96.08, Dallas County, Texas",3829,432,,,3,2,222,162,24.6,16.7,2015
48113009609,"Census Tract 96.09, Dallas County, Texas",2786,131,,,4.3,2.3,0,13,0,6.8,2015
48113009610,"Census Tract 96.10, Dallas County, Texas",5081,429,,,9.9,3,875,296,46.9,12.2,2015
48113009611,"Census Tract 96.11, Dallas County, Texas",3667,436,,,8.3,3.5,105,119,10.9,12,2015
48113009701,"Census Tract 97.01, Dallas County, Texas",5425,477,,,11.6,2.8,463,231,33.7,14.7,2015
48113009702,"Census Tract 97.02, Dallas County, Texas",3125,184,,,3.7,2.2,114,104,17.2,15.4,2015
48113009802,"Census Tract 98.02, Dallas County, Texas",6521,505,,,10.6,1.7,597,254,30.2,10.6,2015
48113009803,"Census Tract 98.03, Dallas County, Texas",2237,209,,,7.3,2.6,251,101,37.6,12.8,2015
48113009804,"Census Tract 98.04, Dallas County, Texas",8252,652,,,12.4,3,1597,424,54.7,10.6,2015
48113009900,"Census Tract 99, Dallas County, Texas",2875,291,,,7.3,2.9,201,142,28.1,17.3,2015
48113010000,"Census Tract 100, Dallas County, Texas",11185,602,,,13.6,1.6,236,179,43.1,25.1,2015
48113010101,"Census Tract 101.01, Dallas County, Texas",4690,673,,,11.1,3.6,536,247,38.1,15.5,2015
48113010102,"Census Tract 101.02, Dallas County, Texas",3029,351,,,6.5,2.1,283,139,32.8,13.8,2015
48113010500,"Census Tract 105, Dallas County, Texas",3111,249,,,10.9,3.5,268,151,28.4,15.2,2015
48113010601,"Census Tract 106.01, Dallas County, Texas",6107,651,,,12.5,3.2,306,206,17.7,11,2015
48113010602,"Census Tract 106.02, Dallas County, Texas",3183,385,,,11.7,2.9,473,153,39.2,11,2015
48113010701,"Census Tract 107.01, Dallas County, Texas",5195,650,,,12.1,3.5,794,378,48.7,15.4,2015
48113010703,"Census Tract 107.03, Dallas County, Texas",2743,244,,,10.9,3.5,291,140,34.4,13.6,2015
48113010704,"Census Tract 107.04, Dallas County, Texas",4846,611,,,9.1,2.7,652,307,39.3,15.3,2015
48113010801,"Census Tract 108.01, Dallas County, Texas",9872,703,,,10.6,3,1286,385,37.9,10.6,2015
48113010803,"Census Tract 108.03, Dallas County, Texas",6767,513,,,12.6,3.6,349,168,21.3,9.6,2015
48113010804,"Census Tract 108.04, Dallas County, Texas",4665,677,,,12.1,4.7,841,296,50.5,17.4,2015
48113010805,"Census Tract 108.05, Dallas County, Texas",6290,588,,,8.4,2.6,778,449,35.2,17.2,2015
48113010902,"Census Tract 109.02, Dallas County, Texas",6937,714,,,14.9,4.3,701,337,35.4,13.3,2015
48113010903,"Census Tract 109.03, Dallas County, Texas",3512,394,,,16,4.4,291,137,28.3,15.3,2015
48113010904,"Census Tract 109.04, Dallas County, Texas",3271,365,,,15.2,4.7,493,191,54.2,15.3,2015
48113011001,"Census Tract 110.01, Dallas County, Texas",6878,713,,,8.8,2.9,553,514,34.2,23.1,2015
48113011002,"Census Tract 110.02, Dallas County, Texas",3329,286,,,15.3,5.3,143,98,26.1,14.8,2015
48113011101,"Census Tract 111.01, Dallas County, Texas",3959,413,,,8.7,3.7,93,134,13.3,17.7,2015
48113011103,"Census Tract 111.03, Dallas County, Texas",3277,508,,,11.2,3.6,287,194,41.2,21.4,2015
48113011104,"Census Tract 111.04, Dallas County, Texas",3906,724,,,9.4,5.2,773,402,62.9,21.4,2015
48113011105,"Census Tract 111.05, Dallas County, Texas",4256,380,,,9.9,2.7,988,261,64.7,13.6,2015
48113011200,"Census Tract 112, Dallas County, Texas",6850,747,,,8.4,3,652,409,35.5,18.6,2015
48113011300,"Census Tract 113, Dallas County, Texas",4986,458,,,10.8,3.1,412,176,40.5,14.6,2015
48113011401,"Census Tract 114.01, Dallas County, Texas",4746,380,,,13.1,3.7,843,291,53.2,13.6,2015
48113011500,"Census Tract 115, Dallas County, Texas",3092,402,,,8.9,3.3,634,258,59.1,14.9,2015
48113011601,"Census Tract 116.01, Dallas County, Texas",4375,503,,,12.9,3.9,601,271,45.5,15.9,2015
48113011602,"Census Tract 116.02, Dallas County, Texas",6973,561,,,11.5,2.8,794,297,29.9,11.5,2015
48113011701,"Census Tract 117.01, Dallas County, Texas",6705,769,,,11,3.4,836,350,39.8,13,2015
48113011702,"Census Tract 117.02, Dallas County, Texas",5798,443,,,11.7,2.9,948,283,52.3,12.1,2015
48113011800,"Census Tract 118, Dallas County, Texas",9417,840,,,11.8,3.4,1869,572,53.2,12,2015
48113011900,"Census Tract 119, Dallas County, Texas",9729,846,,,12.1,3.6,1332,523,41.9,14.8,2015
48113012000,"Census Tract 120, Dallas County, Texas",7461,779,,,10.6,3,1213,482,42.4,16.4,2015
48113012100,"Census Tract 121, Dallas County, Texas",5974,468,,,12,2.6,792,296,35.4,11.2,2015
48113012204,"Census Tract 122.04, Dallas County, Texas",6354,549,,,8.5,2.9,761,443,46.9,18.4,2015
48113012206,"Census Tract 122.06, Dallas County, Texas",4568,450,,,6.2,2.1,299,189,28.6,17.8,2015
48113012207,"Census Tract 122.07, Dallas County, Texas",8335,883,,,11.5,3.6,1224,516,47,13,2015
48113012208,"Census Tract 122.08, Dallas County, Texas",3116,247,,,8.8,2.5,691,161,65.4,10.2,2015
48113012209,"Census Tract 122.09, Dallas County, Texas",3555,346,,,6.3,2.9,311,196,27.9,16.1,2015
48113012210,"Census Tract 122.10, Dallas County, Texas",3848,483,,,9.4,3.9,486,272,49.6,20.2,2015
48113012211,"Census Tract 122.11, Dallas County, Texas",3981,341,,,15.5,4.5,359,141,27.5,10.9,2015
48113012301,"Census Tract 123.01, Dallas County, Texas",5047,530,,,12.8,3.5,587,294,36.9,14.4,2015
48113012302,"Census Tract 123.02, Dallas County, Texas",7806,767,,,13.1,3.7,1439,432,56,12.5,2015
48113012400,"Census Tract 124, Dallas County, Texas",5576,528,,,3.2,1.9,89,123,7.8,10.2,2015
48113012500,"Census Tract 125, Dallas County, Texas",7878,610,,,14.8,3.7,818,373,39.2,14.8,2015
48113012601,"Census Tract 126.01, Dallas County, Texas",6592,627,,,12.4,3,575,255,27.1,11.4,2015
48113012603,"Census Tract 126.03, Dallas County, Texas",2036,180,,,9.9,4.1,119,79,20.1,13.1,2015
48113012604,"Census Tract 126.04, Dallas County, Texas",6952,714,,,13.3,3.6,456,320,22.6,15,2015
48113012701,"Census Tract 127.01, Dallas County, Texas",6869,559,,,10.6,1.8,1046,371,48.4,14.3,2015
48113012702,"Census Tract 127.02, Dallas County, Texas",3506,336,,,6.8,2.3,427,276,36.4,17.1,2015
48113012800,"Census Tract 128, Dallas County, Texas",7576,715,,,7.1,2.4,404,263,28.7,18.2,2015
48113012900,"Census Tract 129, Dallas County, Texas",4155,342,,,3,2.5,149,92,26.1,13.5,2015
48113013004,"Census Tract 130.04, Dallas County, Texas",6369,504,,,3.4,1.5,38,46,2.3,2.8,2015
48113013005,"Census Tract 130.05, Dallas County, Texas",3261,214,,,0.7,0.9,60,57,8.2,7.9,2015
48113013007,"Census Tract 130.07, Dallas County, Texas",3275,446,,,4.2,1.9,192,165,21.1,16.2,2015
48113013008,"Census Tract 130.08, Dallas County, Texas",3459,306,,,4.2,2.7,197,138,19,12,2015
48113013009,"Census Tract 130.09, Dallas County, Texas",4880,429,,,13.6,4.3,332,188,24.6,11.2,2015
48113013010,"Census Tract 130.10, Dallas County, Texas",4889,459,,,11.7,3,591,243,42,14.9,2015
48113013011,"Census Tract 130.11, Dallas County, Texas",5229,568,,,9.4,2.8,978,353,48.7,17.2,2015
48113013101,"Census Tract 131.01, Dallas County, Texas",2766,265,,,4,3,0,13,0,7.1,2015
48113013102,"Census Tract 131.02, Dallas County, Texas",1642,153,,,4.4,3,0,13,0,13.5,2015
48113013104,"Census Tract 131.04, Dallas County, Texas",1029,111,,,3.2,2.9,6,15,3.9,10,2015
48113013105,"Census Tract 131.05, Dallas County, Texas",6663,633,,,9.6,3.8,512,300,35.9,18,2015
48113013200,"Census Tract 132, Dallas County, Texas",6577,554,,,5.9,2.9,173,122,17.2,12.4,2015
48113013300,"Census Tract 133, Dallas County, Texas",2072,149,,,2.4,1.7,6,9,1.3,2,2015
48113013400,"Census Tract 134, Dallas County, Texas",1925,115,,,5.3,2,0,13,0,8.3,2015
48113013500,"Census Tract 135, Dallas County, Texas",2446,129,,,6,2.1,4,6,0.7,1,2015
48113013605,"Census Tract 136.05, Dallas County, Texas",5708,426,,,3.9,1.8,185,240,12.6,14.9,2015
48113013606,"Census Tract 136.06, Dallas County, Texas",6113,577,,,9.1,3.6,127,181,9.8,14,2015
48113013607,"Census Tract 136.07, Dallas County, Texas",3609,280,,,6.4,3.6,133,94,14,9.4,2015
48113013608,"Census Tract 136.08, Dallas County, Texas",2541,244,,,4.9,2.8,0,13,0,6,2015
48113013609,"Census Tract 136.09, Dallas County, Texas",3883,430,,,4.3,2.1,494,330,39.2,19.3,2015
48113013610,"Census Tract 136.10, Dallas County, Texas",4626,380,,,10.9,2.6,147,152,17,15.6,2015
48113013611,"Census Tract 136.11, Dallas County, Texas",2483,207,,,1.7,1.3,0,13,0,23.1,2015
48113013615,"Census Tract 136.15, Dallas County, Texas",5634,744,,,15,4.1,882,394,47.6,15.2,2015
48113013616,"Census Tract 136.16, Dallas County, Texas",6175,504,,,10.2,2.8,246,245,41.1,28.6,2015
48113013617,"Census Tract 136.17, Dallas County, Texas",2799,209,,,3.2,1.8,83,69,14.2,10.8,2015
48113013618,"Census Tract 136.18, Dallas County, Texas",2259,166,,,7.4,2.9,15,13,3.4,3.1,2015
48113013619,"Census Tract 136.19, Dallas County, Texas",4942,394,,,6.3,2.6,59,71,6.4,7.4,2015
48113013620,"Census Tract 136.20, Dallas County, Texas",4294,558,,,7.6,2.9,0,13,0,10.4,2015
48113013621,"Census Tract 136.21, Dallas County, Texas",3951,660,,,11.7,5.2,0,13,0,5.9,2015
48113013622,"Census Tract 136.22, Dallas County, Texas",2908,420,,,8.8,5,249,330,46,39.8,2015
48113013623,"Census Tract 136.23, Dallas County, Texas",7116,825,,,10.6,3.4,516,343,29.6,19.5,2015
48113013624,"Census Tract 136.24, Dallas County, Texas",3654,371,,,9.5,4.3,96,155,14,22.7,2015
48113013625,"Census Tract 136.25, Dallas County, Texas",2852,321,,,5.5,3.6,345,197,44.2,20.6,2015
48113013626,"Census Tract 136.26, Dallas County, Texas",2759,334,,,11.9,5,177,138,48,24.3,2015
48113013711,"Census Tract 137.11, Dallas County, Texas",3470,248,,,13,3.4,442,171,35.2,11.6,2015
48113013712,"Census Tract 137.12, Dallas County, Texas",2450,305,,,12.6,2.8,332,190,48.7,20.9,2015
48113013713,"Census Tract 137.13, Dallas County, Texas",1581,216,,,11.4,5.1,332,113,59.6,15.1,2015
48113013714,"Census Tract 137.14, Dallas County, Texas",6992,571,,,13.1,2.4,516,307,22.7,12.4,2015
48113013715,"Census Tract 137.15, Dallas County, Texas",2604,273,,,14.7,5,32,50,4.6,7.3,2015
48113013716,"Census Tract 137.16, Dallas County, Texas",5196,407,,,9.4,2.5,266,207,21.1,14.9,2015
48113013717,"Census Tract 137.17, Dallas County, Texas",2885,263,,,8.1,3,280,142,27.9,12.7,2015
48113013718,"Census Tract 137.18, Dallas County, Texas",5116,434,,,11.9,3.2,519,265,29.6,12.9,2015
48113013719,"Census Tract 137.19, Dallas County, Texas",3951,269,,,10.3,3.7,232,211,28,19.9,2015
48113013720,"Census Tract 137.20, Dallas County, Texas",5900,409,,,8.9,2.3,483,278,28.3,13.5,2015
48113013721,"Census Tract 137.21, Dallas County, Texas",6181,495,,,6.1,3.2,25,40,2.3,3.7,2015
48113013722,"Census Tract 137.22, Dallas County, Texas",3603,251,,,9.1,4.2,67,65,15.9,14.6,2015
48113013725,"Census Tract 137.25, Dallas County, Texas",4215,423,,,5.5,2.8,413,255,33.7,17,2015
48113013726,"Census Tract 137.26, Dallas County, Texas",2979,315,,,7.4,3.6,0,13,0,7.8,2015
48113013727,"Census Tract 137.27, Dallas County, Texas",3031,331,,,5.3,2.9,19,22,4.5,5.6,2015
48113013803,"Census Tract 138.03, Dallas County, Texas",5788,392,,,4.8,2.8,36,55,3.2,4.9,2015
48113013804,"Census Tract 138.04, Dallas County, Texas",3298,346,,,11.7,3.8,70,68,9.7,10.2,2015
48113013805,"Census Tract 138.05, Dallas County, Texas",3518,303,,,14.6,4.5,179,158,31,21.8,2015
48113013806,"Census Tract 138.06, Dallas County, Texas",3241,277,,,5,2.7,10,16,2.3,3.6,2015
48113013901,"Census Tract 139.01, Dallas County, Texas",3555,278,,,12.4,3.6,275,187,25.7,13.9,2015
48113013902,"Census Tract 139.02, Dallas County, Texas",4472,327,,,8.5,2.9,334,149,30.3,12.6,2015
48113014001,"Census Tract 140.01, Dallas County, Texas",3946,404,,,8.8,3.4,137,127,16.9,14.3,2015
48113014002,"Census Tract 140.02, Dallas County, Texas",71,44,,,0,37.8,8,12,100,100,2015
48113014103,"Census Tract 141.03, Dallas County, Texas",3351,296,,,12.1,3.8,226,143,23.8,12.6,2015
48113014113,"Census Tract 141.13, Dallas County, Texas",4751,542,,,13,5.2,223,210,19.5,18.9,2015
48113014114,"Census Tract 141.14, Dallas County, Texas",3291,280,,,16.2,4.6,115,80,17.7,11.9,2015
48113014115,"Census Tract 141.15, Dallas County, Texas",7578,878,,,9,3,336,252,15.1,11.5,2015
48113014116,"Census Tract 141.16, Dallas County, Texas",5002,492,,,11.1,3.8,143,104,13.5,9.2,2015
48113014119,"Census Tract 141.19, Dallas County, Texas",4088,262,,,6.1,2.4,72,72,7.5,6.9,2015
48113014120,"Census Tract 141.20, Dallas County, Texas",5170,316,,,5.8,2.1,60,82,4.6,6.4,2015
48113014121,"Census Tract 141.21, Dallas County, Texas",5121,321,,,7.2,3.5,172,113,20.3,12.8,2015
48113014123,"Census Tract 141.23, Dallas County, Texas",6106,208,,,4.3,1.4,21,30,1.1,1.6,2015
48113014124,"Census Tract 141.24, Dallas County, Texas",4435,262,,,6.7,2.6,66,74,5.6,6.1,2015
48113014126,"Census Tract 141.26, Dallas County, Texas",6871,361,,,6.1,2.1,196,156,9.1,7.1,2015
48113014127,"Census Tract 141.27, Dallas County, Texas",8449,575,,,4.6,1.9,95,108,3.8,4.1,2015
48113014128,"Census Tract 141.28, Dallas County, Texas",3708,224,,,3.8,1.8,81,73,8.3,7,2015
48113014129,"Census Tract 141.29, Dallas County, Texas",5579,679,,,5.3,3.4,0,18,0,2.8,2015
48113014130,"Census Tract 141.30, Dallas County, Texas",4470,478,,,4.4,3.2,27,44,3.9,6.4,2015
48113014131,"Census Tract 141.31, Dallas County, Texas",4466,543,,,5.6,3.2,141,151,14.1,13.4,2015
48113014132,"Census Tract 141.32, Dallas County, Texas",2266,184,,,6,4.2,182,119,29.8,20.1,2015
48113014133,"Census Tract 141.33, Dallas County, Texas",4746,471,,,7.9,3.5,500,312,46,22,2015
48113014134,"Census Tract 141.34, Dallas County, Texas",4103,384,,,8.5,2.5,0,13,0,3,2015
48113014135,"Census Tract 141.35, Dallas County, Texas",4603,324,,,6.4,2.5,203,140,13.3,8.4,2015
48113014136,"Census Tract 141.36, Dallas County, Texas",6048,524,,,5.9,2.9,125,165,11,13.5,2015
48113014137,"Census Tract 141.37, Dallas County, Texas",4632,319,,,4.4,2.4,16,24,2,3.1,2015
48113014138,"Census Tract 141.38, Dallas County, Texas",4022,272,,,2.9,2,53,86,6.1,10,2015
48113014203,"Census Tract 142.03, Dallas County, Texas",3425,329,,,5.6,3.6,279,219,30.3,19.3,2015
48113014204,"Census Tract 142.04, Dallas County, Texas",2207,325,,,38.2,8.3,139,95,31.4,20.2,2015
48113014205,"Census Tract 142.05, Dallas County, Texas",1557,129,,,3.7,2.1,0,13,0,12.2,2015
48113014206,"Census Tract 142.06, Dallas County, Texas",4881,552,,,8.9,5.4,159,245,39.3,42,2015
48113014302,"Census Tract 143.02, Dallas County, Texas",6787,711,,,10.9,3,238,176,15.1,12.5,2015
48113014306,"Census Tract 143.06, Dallas County, Texas",6002,500,,,9.4,2.5,535,299,29,13.4,2015
48113014307,"Census Tract 143.07, Dallas County, Texas",3728,450,,,9.1,3,47,58,7.5,8.9,2015
48113014308,"Census Tract 143.08, Dallas County, Texas",3977,524,,,11.7,4,611,401,44,19.3,2015
48113014309,"Census Tract 143.09, Dallas County, Texas",5204,439,,,11.1,2.9,752,240,44.7,9.8,2015
48113014310,"Census Tract 143.10, Dallas County, Texas",4486,461,,,8.2,2.6,396,209,32.2,14.8,2015
48113014311,"Census Tract 143.11, Dallas County, Texas",5158,645,,,6.2,2.8,207,147,14.7,11,2015
48113014312,"Census Tract 143.12, Dallas County, Texas",5741,573,,,9.4,4.2,90,91,6.6,6.8,2015
48113014403,"Census Tract 144.03, Dallas County, Texas",4211,350,,,10.8,3.2,225,103,19.3,7.5,2015
48113014405,"Census Tract 144.05, Dallas County, Texas",3593,315,,,12,3.5,146,110,16.4,11.6,2015
