GEOID,NAME,tot_popE,tot_popM,pop_u18E,pop_u18M,pop_bpE,pop_bpM,bp_u18E,bp_u18M,cbp_perE,cbp_perM,year
48121021741,"Census Tract 217.41, Denton County, Texas",1938,200,,,513,97,0,13,0,7.5,2018
48121021742,"Census Tract 217.42, Denton County, Texas",6571,559,,,1907,287,246,242,12.9,12.5,2018
48121021743,"Census Tract 217.43, Denton County, Texas",3991,689,,,1194,353,186,193,15.6,16.8,2018
48121021744,"Census Tract 217.44, Denton County, Texas",3289,461,,,885,233,160,196,18.1,21.1,2018
48121021745,"Census Tract 217.45, Denton County, Texas",5641,496,,,1735,282,285,249,16.7,13.5,2018
48121021746,"Census Tract 217.46, Denton County, Texas",3993,227,,,1036,119,58,59,5.6,5.8,2018
48121021747,"Census Tract 217.47, Denton County, Texas",5043,375,,,1299,194,13,20,1,1.5,2018
48121021748,"Census Tract 217.48, Denton County, Texas",4225,242,,,1135,124,120,143,10.6,12.7,2018
48121021749,"Census Tract 217.49, Denton County, Texas",3475,148,,,1069,73,24,21,2.2,2,2018
48121021750,"Census Tract 217.50, Denton County, Texas",4798,246,,,1400,107,100,87,7.1,6.3,2018
48121021751,"Census Tract 217.51, Denton County, Texas",4848,305,,,1788,223,26,41,1.5,2.3,2018
48121021752,"Census Tract 217.52, Denton County, Texas",5258,203,,,1728,94,34,33,2,2,2018
48121021753,"Census Tract 217.53, Denton County, Texas",6409,360,,,1765,216,184,221,10.5,11.6,2018
48121021800,"Census Tract 218, Denton County, Texas",3615,228,,,730,141,95,97,13,12.1,2018
48121021900,"Census Tract 219, Denton County, Texas",4793,369,,,1745,201,56,51,3.2,2.9,2018
48139060101,"Census Tract 601.01, Ellis County, Texas",7882,504,,,2459,292,453,260,19.5,10.3,2018
48139060102,"Census Tract 601.02, Ellis County, Texas",6781,461,,,1898,195,258,267,13.7,13.9,2018
48139060204,"Census Tract 602.04, Ellis County, Texas",10053,656,,,2701,231,84,56,3.2,2.2,2018
48139060206,"Census Tract 602.06, Ellis County, Texas",6376,698,,,1762,274,130,120,7.9,7.1,2018
48139060207,"Census Tract 602.07, Ellis County, Texas",6923,742,,,1756,294,44,74,2.5,4.3,2018
48139060208,"Census Tract 602.08, Ellis County, Texas",5190,480,,,1296,275,94,91,7.4,7,2018
48139060209,"Census Tract 602.09, Ellis County, Texas",4890,397,,,1303,209,40,59,3.1,4.6,2018
48139060210,"Census Tract 602.10, Ellis County, Texas",1572,112,,,375,61,28,33,7.5,8.6,2018
48139060211,"Census Tract 602.11, Ellis County, Texas",3041,335,,,737,167,0,13,0,5.8,2018
48139060212,"Census Tract 602.12, Ellis County, Texas",5542,336,,,1480,152,28,33,1.9,2.2,2018
48139060213,"Census Tract 602.13, Ellis County, Texas",6903,476,,,1737,248,384,200,22.1,11.9,2018
48139060214,"Census Tract 602.14, Ellis County, Texas",9579,477,,,2646,275,0,19,0,1.5,2018
48139060300,"Census Tract 603, Ellis County, Texas",4318,422,,,1199,227,225,138,20.2,11.7,2018
48139060400,"Census Tract 604, Ellis County, Texas",4418,426,,,1083,216,564,213,53,13.8,2018
48139060500,"Census Tract 605, Ellis County, Texas",3078,356,,,836,173,247,203,29.5,20.4,2018
48139060600,"Census Tract 606, Ellis County, Texas",9683,730,,,2007,383,395,257,19.7,11.8,2018
48139060701,"Census Tract 607.01, Ellis County, Texas",2342,179,,,798,125,103,72,12.9,8.5,2018
48139060702,"Census Tract 607.02, Ellis County, Texas",4779,378,,,1375,228,275,232,20,17,2018
48139060703,"Census Tract 607.03, Ellis County, Texas",2070,165,,,501,70,24,31,4.8,6,2018
48139060801,"Census Tract 608.01, Ellis County, Texas",7559,422,,,1907,221,20,32,1,1.6,2018
48139060802,"Census Tract 608.02, Ellis County, Texas",7691,506,,,2175,298,58,68,2.7,3.2,2018
48139060803,"Census Tract 608.03, Ellis County, Texas",1169,148,,,193,60,0,13,0,19,2018
48139060900,"Census Tract 609, Ellis County, Texas",6929,613,,,1885,267,28,47,1.5,2.5,2018
48139061000,"Census Tract 610, Ellis County, Texas",4018,383,,,911,195,78,43,8.6,4.9,2018
48139061100,"Census Tract 611, Ellis County, Texas",5647,524,,,1750,326,343,240,19.6,12.1,2018
48139061200,"Census Tract 612, Ellis County, Texas",1949,195,,,497,94,67,43,13.8,8,2018
48139061300,"Census Tract 613, Ellis County, Texas",3188,286,,,1029,205,312,174,30.3,15.1,2018
48139061400,"Census Tract 614, Ellis County, Texas",7812,506,,,2111,251,311,191,14.7,8.5,2018
48139061500,"Census Tract 615, Ellis County, Texas",5897,483,,,1868,330,799,345,43.4,16.3,2018
48139061600,"Census Tract 616, Ellis County, Texas",6270,542,,,1983,304,663,326,33.4,15.3,2018
48139061700,"Census Tract 617, Ellis County, Texas",5289,417,,,1255,223,168,155,13.4,12.5,2018
48251130100,"Census Tract 1301, Johnson County, Texas",4008,300,,,917,116,131,67,14.4,7.5,2018
48251130204,"Census Tract 1302.04, Johnson County, Texas",11480,521,,,3368,382,355,309,10.5,8.6,2018
48251130205,"Census Tract 1302.05, Johnson County, Texas",3919,301,,,702,187,131,147,18.7,19.3,2018
48251130207,"Census Tract 1302.07, Johnson County, Texas",7577,616,,,1810,277,134,142,7.6,7.6,2018
48251130208,"Census Tract 1302.08, Johnson County, Texas",6262,478,,,1617,278,73,85,4.5,5.2,2018
48251130210,"Census Tract 1302.10, Johnson County, Texas",5111,452,,,1190,241,132,118,11.1,9.7,2018
48251130211,"Census Tract 1302.11, Johnson County, Texas",6019,695,,,1308,272,168,198,12.9,13.9,2018
48251130212,"Census Tract 1302.12, Johnson County, Texas",5061,496,,,1306,286,173,140,13.8,10.6,2018
48251130213,"Census Tract 1302.13, Johnson County, Texas",4435,557,,,1311,243,372,169,28.4,11.9,2018
48251130214,"Census Tract 1302.14, Johnson County, Texas",6060,599,,,2033,372,126,100,6.4,4.9,2018
48251130215,"Census Tract 1302.15, Johnson County, Texas",6114,490,,,1828,296,85,87,4.7,4.8,2018
48251130302,"Census Tract 1303.02, Johnson County, Texas",5456,446,,,1409,340,371,246,26.9,14.8,2018
48251130303,"Census Tract 1303.03, Johnson County, Texas",4086,427,,,1113,239,72,55,6.5,4.8,2018
48251130304,"Census Tract 1303.04, Johnson County, Texas",5463,437,,,1415,271,283,192,20.1,12.4,2018
48251130405,"Census Tract 1304.05, Johnson County, Texas",6143,575,,,1421,286,25,41,1.8,2.9,2018
48251130406,"Census Tract 1304.06, Johnson County, Texas",6106,540,,,1488,318,178,277,12,18,2018
48251130407,"Census Tract 1304.07, Johnson County, Texas",8949,850,,,2651,361,556,421,21.3,16.8,2018
48251130408,"Census Tract 1304.08, Johnson County, Texas",8604,536,,,2081,252,151,106,7.3,5.2,2018
48251130409,"Census Tract 1304.09, Johnson County, Texas",7061,616,,,1747,375,614,405,35.6,20.2,2018
48251130410,"Census Tract 1304.10, Johnson County, Texas",7471,665,,,2290,347,161,182,7.3,7.8,2018
48251130500,"Census Tract 1305, Johnson County, Texas",6772,603,,,1573,297,205,127,13.1,7.9,2018
48251130601,"Census Tract 1306.01, Johnson County, Texas",7048,495,,,1701,224,373,199,22.6,10.6,2018
48251130602,"Census Tract 1306.02, Johnson County, Texas",2207,173,,,600,113,63,61,10.5,9.7,2018
48251130700,"Census Tract 1307, Johnson County, Texas",4954,334,,,1564,221,97,69,6.2,4.4,2018
48251130800,"Census Tract 1308, Johnson County, Texas",4078,359,,,1087,249,631,263,58.5,16.4,2018
48251130900,"Census Tract 1309, Johnson County, Texas",2826,310,,,688,200,219,203,31.8,24.7,2018
48251131000,"Census Tract 1310, Johnson County, Texas",4540,329,,,979,143,58,46,6.3,5,2018
48251131100,"Census Tract 1311, Johnson County, Texas",5665,589,,,1521,399,441,311,29.3,20.4,2018
48257050201,"Census Tract 502.01, Kaufman County, Texas",8540,546,,,2736,328,200,244,7.4,9.1,2018
48257050203,"Census Tract 502.03, Kaufman County, Texas",10580,765,,,3555,388,227,175,6.4,5,2018
48257050204,"Census Tract 502.04, Kaufman County, Texas",5987,564,,,2190,310,275,157,12.9,6.7,2018
48257050205,"Census Tract 502.05, Kaufman County, Texas",8873,532,,,2630,331,282,177,10.9,6.6,2018
48257050206,"Census Tract 502.06, Kaufman County, Texas",13383,756,,,4157,339,261,266,6.3,6.2,2018
48257050300,"Census Tract 503, Kaufman County, Texas",4104,493,,,1123,225,361,197,32.1,15.8,2018
48257050400,"Census Tract 504, Kaufman County, Texas",7544,529,,,1895,287,637,284,34.1,14.9,2018
48257050500,"Census Tract 505, Kaufman County, Texas",5823,465,,,1439,260,276,143,19.2,9.4,2018
48257050600,"Census Tract 506, Kaufman County, Texas",7261,625,,,1490,238,244,270,16.4,17.6,2018
48257050701,"Census Tract 507.01, Kaufman County, Texas",4815,419,,,1140,207,209,164,19.5,13.4,2018
48257050703,"Census Tract 507.03, Kaufman County, Texas",2525,366,,,592,141,50,45,8.4,7.4,2018
48257050704,"Census Tract 507.04, Kaufman County, Texas",5700,424,,,1452,239,408,305,28.1,19.2,2018
48257050800,"Census Tract 508, Kaufman County, Texas",10187,665,,,2731,342,672,414,24.9,13.5,2018
48257051000,"Census Tract 510, Kaufman County, Texas",1787,235,,,583,171,325,202,56.3,23.6,2018
48257051100,"Census Tract 511, Kaufman County, Texas",5010,335,,,1440,233,403,180,28.8,11.5,2018
48257051201,"Census Tract 512.01, Kaufman County, Texas",2915,397,,,568,168,92,69,16.3,12.1,2018
48257051202,"Census Tract 512.02, Kaufman County, Texas",5069,386,,,1200,177,134,117,11.5,9,2018
48257051300,"Census Tract 513, Kaufman County, Texas",8807,655,,,2046,268,446,231,22.1,9.8,2018
48397040101,"Census Tract 401.01, Rockwall County, Texas",6752,330,,,1835,169,0,19,0,2.2,2018
48397040102,"Census Tract 401.02, Rockwall County, Texas",7819,539,,,2271,339,229,204,10.1,8.4,2018
48397040200,"Census Tract 402, Rockwall County, Texas",6511,486,,,1710,232,38,35,2.2,2.1,2018
48397040301,"Census Tract 403.01, Rockwall County, Texas",6215,328,,,1467,163,237,142,16.3,9.4,2018
48397040302,"Census Tract 403.02, Rockwall County, Texas",8257,495,,,1377,209,274,224,20.2,15.5,2018
48397040401,"Census Tract 404.01, Rockwall County, Texas",12267,616,,,3829,311,153,213,4,5.6,2018
48397040402,"Census Tract 404.02, Rockwall County, Texas",12799,554,,,3956,336,90,88,2.3,2.2,2018
48397040503,"Census Tract 405.03, Rockwall County, Texas",6724,470,,,2084,283,530,338,25.4,15.9,2018
48397040504,"Census Tract 405.04, Rockwall County, Texas",6969,442,,,1306,194,0,19,0,3,2018
48397040505,"Census Tract 405.05, Rockwall County, Texas",11042,545,,,3561,347,102,101,2.9,2.9,2018
48397040506,"Census Tract 405.06, Rockwall County, Texas",8287,502,,,2311,204,188,121,8.1,5.4,2018
48439100101,"Census Tract 1001.01, Tarrant County, Texas",6089,401,,,1746,256,413,339,23.7,17.7,2018
48439100102,"Census Tract 1001.02, Tarrant County, Texas",4501,399,,,1249,256,427,173,34.6,15.2,2018
48439100201,"Census Tract 1002.01, Tarrant County, Texas",4636,646,,,1643,343,540,224,33,12.9,2018
48439100202,"Census Tract 1002.02, Tarrant County, Texas",5458,597,,,1595,325,700,310,43.9,15.3,2018
48439100300,"Census Tract 1003, Tarrant County, Texas",5278,586,,,1731,327,591,309,34.1,16.5,2018
48439100400,"Census Tract 1004, Tarrant County, Texas",6097,623,,,1868,348,709,344,38.2,14.4,2018
48439100501,"Census Tract 1005.01, Tarrant County, Texas",11338,764,,,4091,452,1137,426,27.8,9.6,2018
48439100502,"Census Tract 1005.02, Tarrant County, Texas",7897,949,,,2417,594,1045,585,43.5,16.9,2018
48439100601,"Census Tract 1006.01, Tarrant County, Texas",2493,299,,,389,95,90,68,23.4,15.4,2018
48439100602,"Census Tract 1006.02, Tarrant County, Texas",3773,338,,,472,150,0,13,0,8.5,2018
48439100700,"Census Tract 1007, Tarrant County, Texas",4637,613,,,1233,345,406,226,32.9,15.4,2018
48439100800,"Census Tract 1008, Tarrant County, Texas",6566,654,,,1664,329,504,276,30.6,13.8,2018
48439100900,"Census Tract 1009, Tarrant County, Texas",1913,287,,,511,130,207,113,42.3,16.3,2018
48439101201,"Census Tract 1012.01, Tarrant County, Texas",1997,246,,,499,103,193,83,38.7,18.1,2018
48439101202,"Census Tract 1012.02, Tarrant County, Texas",5060,433,,,1602,338,554,197,34.6,9.9,2018
48439101301,"Census Tract 1013.01, Tarrant County, Texas",5268,527,,,1467,346,429,283,29.2,16.5,2018
48439101302,"Census Tract 1013.02, Tarrant County, Texas",3261,430,,,1013,310,563,278,55.6,19.7,2018
48439101401,"Census Tract 1014.01, Tarrant County, Texas",5358,421,,,1200,196,97,75,8.4,6.1,2018
48439101402,"Census Tract 1014.02, Tarrant County, Texas",3626,438,,,892,252,361,201,40.5,17.6,2018
48439101403,"Census Tract 1014.03, Tarrant County, Texas",5203,623,,,1658,312,610,272,36.8,14.5,2018
48439101500,"Census Tract 1015, Tarrant County, Texas",3900,482,,,987,251,489,209,49.5,17.4,2018
48439101700,"Census Tract 1017, Tarrant County, Texas",2745,479,,,927,167,570,174,69.9,11.3,2018
48439102000,"Census Tract 1020, Tarrant County, Texas",2966,315,,,143,79,52,69,36.4,38.3,2018
48439102100,"Census Tract 1021, Tarrant County, Texas",5756,465,,,1051,225,50,49,4.8,4.9,2018
48439102201,"Census Tract 1022.01, Tarrant County, Texas",3429,392,,,595,198,129,130,21.7,20.7,2018
48439102202,"Census Tract 1022.02, Tarrant County, Texas",2940,253,,,423,111,0,13,0,9,2018
48439102301,"Census Tract 1023.01, Tarrant County, Texas",3453,343,,,873,131,78,69,8.9,7.7,2018
48439102302,"Census Tract 1023.02, Tarrant County, Texas",5449,633,,,1431,322,346,234,24.2,14.4,2018
48439102401,"Census Tract 1024.01, Tarrant County, Texas",4536,434,,,1008,325,247,229,24.5,18.6,2018
48439102402,"Census Tract 1024.02, Tarrant County, Texas",4612,227,,,1066,130,64,74,6,6.9,2018
48439102500,"Census Tract 1025, Tarrant County, Texas",3279,405,,,880,176,355,196,40.3,18.9,2018
48439102601,"Census Tract 1026.01, Tarrant County, Texas",4020,615,,,774,264,224,138,31,16.4,2018
48439102602,"Census Tract 1026.02, Tarrant County, Texas",3813,437,,,895,199,7,12,0.8,1.4,2018
48439102700,"Census Tract 1027, Tarrant County, Texas",3610,313,,,457,109,42,53,9.2,11,2018
48439102800,"Census Tract 1028, Tarrant County, Texas",1363,115,,,246,81,0,13,0,15.3,2018
48439103500,"Census Tract 1035, Tarrant County, Texas",5835,597,,,1676,314,634,280,38,13.9,2018
48439103601,"Census Tract 1036.01, Tarrant County, Texas",2996,353,,,1211,237,991,236,81.8,11.5,2018
48439103602,"Census Tract 1036.02, Tarrant County, Texas",2410,237,,,663,127,352,146,53.1,19.6,2018
48439103701,"Census Tract 1037.01, Tarrant County, Texas",3967,537,,,1448,334,770,292,54.8,19.2,2018
48439103702,"Census Tract 1037.02, Tarrant County, Texas",2700,302,,,918,182,353,175,38.5,16.9,2018
48439103800,"Census Tract 1038, Tarrant County, Texas",3495,546,,,1170,315,747,292,65.3,15.2,2018
48439104100,"Census Tract 1041, Tarrant County, Texas",3443,252,,,751,144,80,71,10.7,8.7,2018
48439104201,"Census Tract 1042.01, Tarrant County, Texas",6343,493,,,662,104,0,19,0,5.9,2018
48439104202,"Census Tract 1042.02, Tarrant County, Texas",3376,416,,,657,134,37,45,5.9,6.9,2018
48439104300,"Census Tract 1043, Tarrant County, Texas",5921,710,,,414,145,47,71,11.4,16.9,2018
48439104400,"Census Tract 1044, Tarrant County, Texas",5303,471,,,1400,231,583,304,41.6,17.6,2018
48439104502,"Census Tract 1045.02, Tarrant County, Texas",2787,315,,,789,184,324,187,41.1,18.9,2018
48439104503,"Census Tract 1045.03, Tarrant County, Texas",2709,275,,,695,149,257,135,37,16.7,2018
48439104504,"Census Tract 1045.04, Tarrant County, Texas",3082,390,,,916,249,363,245,39.6,19.2,2018
48439104505,"Census Tract 1045.05, Tarrant County, Texas",4555,425,,,1469,197,817,276,55.6,16,2018
48439104601,"Census Tract 1046.01, Tarrant County, Texas",4526,617,,,1713,348,235,161,13.7,9.7,2018
48439104602,"Census Tract 1046.02, Tarrant County, Texas",5069,706,,,1601,406,995,389,62.1,14.8,2018
48439104603,"Census Tract 1046.03, Tarrant County, Texas",3872,423,,,1436,306,537,258,37.4,14.6,2018
48439104604,"Census Tract 1046.04, Tarrant County, Texas",3257,358,,,1108,186,402,163,37.3,12.6,2018
48439104605,"Census Tract 1046.05, Tarrant County, Texas",4898,784,,,1024,328,369,224,36,17.5,2018
48439104701,"Census Tract 1047.01, Tarrant County, Texas",4434,414,,,1398,261,426,182,30.5,11.3,2018
48439104702,"Census Tract 1047.02, Tarrant County, Texas",3246,327,,,1030,239,351,192,34.1,15.7,2018
48439104802,"Census Tract 1048.02, Tarrant County, Texas",5899,631,,,1855,304,569,285,31.4,12.6,2018
48439104803,"Census Tract 1048.03, Tarrant County, Texas",6898,617,,,2451,349,1124,412,46.3,12.9,2018
48439104804,"Census Tract 1048.04, Tarrant County, Texas",2893,327,,,1043,181,396,188,38.3,14.2,2018
48439104900,"Census Tract 1049, Tarrant County, Texas",3010,255,,,964,150,262,145,29.5,13.2,2018
48439105001,"Census Tract 1050.01, Tarrant County, Texas",6322,714,,,2153,415,1048,395,49.2,14.6,2018
48439105006,"Census Tract 1050.06, Tarrant County, Texas",2342,486,,,417,165,85,77,21.7,19.5,2018
48439105007,"Census Tract 1050.07, Tarrant County, Texas",5201,568,,,1094,314,176,215,16.1,17.2,2018
48439105008,"Census Tract 1050.08, Tarrant County, Texas",9147,577,,,3020,377,473,227,15.9,7.8,2018
48439105201,"Census Tract 1052.01, Tarrant County, Texas",5519,987,,,1903,593,970,480,51.3,15.8,2018
48439105203,"Census Tract 1052.03, Tarrant County, Texas",2456,434,,,569,315,35,39,6.2,7,2018
48439105204,"Census Tract 1052.04, Tarrant County, Texas",3181,326,,,716,182,335,180,48.1,19.1,2018
48439105205,"Census Tract 1052.05, Tarrant County, Texas",5872,655,,,1705,463,515,274,30.5,15.1,2018
48439105403,"Census Tract 1054.03, Tarrant County, Texas",6868,581,,,1529,349,52,61,3.5,4.1,2018
48439105404,"Census Tract 1054.04, Tarrant County, Texas",4115,214,,,1064,119,63,60,6.1,5.7,2018
48439105405,"Census Tract 1054.05, Tarrant County, Texas",3871,448,,,800,210,0,13,0,4.9,2018
48439105406,"Census Tract 1054.06, Tarrant County, Texas",5116,537,,,506,212,105,113,20.8,19.8,2018
48439105502,"Census Tract 1055.02, Tarrant County, Texas",6302,841,,,1779,454,804,542,45.2,22.9,2018
48439105503,"Census Tract 1055.03, Tarrant County, Texas",5948,495,,,860,263,113,134,13.2,15.1,2018
48439105505,"Census Tract 1055.05, Tarrant County, Texas",5472,620,,,1600,399,841,412,54,19.2,2018
48439105507,"Census Tract 1055.07, Tarrant County, Texas",6992,467,,,1348,272,71,95,5.3,6.8,2018
48439105508,"Census Tract 1055.08, Tarrant County, Texas",7273,524,,,1838,291,196,137,10.7,7.8,2018
48439105510,"Census Tract 1055.10, Tarrant County, Texas",8145,779,,,2292,536,609,306,26.6,11.8,2018
48439105511,"Census Tract 1055.11, Tarrant County, Texas",6319,580,,,1820,376,1007,460,55.3,18,2018
48439105512,"Census Tract 1055.12, Tarrant County, Texas",4391,330,,,854,228,28,40,3.3,4.8,2018
48439105513,"Census Tract 1055.13, Tarrant County, Texas",3027,360,,,677,225,420,216,62,22.8,2018
48439105514,"Census Tract 1055.14, Tarrant County, Texas",2700,256,,,333,142,34,35,10.2,10.3,2018
48439105600,"Census Tract 1056, Tarrant County, Texas",5818,467,,,1715,278,461,238,27.1,12.7,2018
48439105701,"Census Tract 1057.01, Tarrant County, Texas",4170,416,,,1127,254,334,229,30,17.2,2018
48439105703,"Census Tract 1057.03, Tarrant County, Texas",3609,445,,,908,297,211,159,23.2,14.4,2018
48439105704,"Census Tract 1057.04, Tarrant County, Texas",8485,893,,,2526,448,600,438,23.8,15.4,2018
48439105800,"Census Tract 1058, Tarrant County, Texas",4400,436,,,1516,271,389,203,25.7,11.9,2018
48439105901,"Census Tract 1059.01, Tarrant County, Texas",3726,299,,,1054,181,322,128,30.6,10.6,2018
48439105902,"Census Tract 1059.02, Tarrant County, Texas",6967,539,,,1952,324,1140,299,58.4,11.8,2018
48439106001,"Census Tract 1060.01, Tarrant County, Texas",8731,729,,,2670,321,642,304,24,10.5,2018
48439106002,"Census Tract 1060.02, Tarrant County, Texas",3533,518,,,1075,307,352,247,32.7,21,2018
48439106004,"Census Tract 1060.04, Tarrant County, Texas",6935,581,,,2512,307,634,361,25.3,13.8,2018
48439106101,"Census Tract 1061.01, Tarrant County, Texas",1790,328,,,664,213,263,185,39.6,21.6,2018
